MetaboClusterPos	ZV101	ZV103	ZV104	ZV105	ZV106	ZV108	ZV109	ZV110	ZV111	ZV112	ZV113	ZV114	ZV115	ZV116	ZV117	ZV118	ZV119	ZV120	ZV121	ZV122	ZV125	ZV126	ZV127	ZV128	ZV129	ZV131	ZV132	ZV133	ZV134	ZV135	ZV136	ZV137	ZV138	ZV139	ZV142	ZV143	ZV144	ZV201	ZV202	ZV203	ZV204	ZV205	ZV206	ZV207	ZV208	ZV209	ZV210	ZV211	ZV212	ZV214	ZV215	ZV216	ZV217	ZV219	ZV220	ZV221	ZV222	ZV223	ZV224	ZV225	ZV226	ZV227	ZV228	ZV230	ZV231	ZV232	ZV233	ZV234	ZV235	ZV236	ZV238	ZV239
D1/0_Clus_pos_134	-0.171545454545	-0.0978181818182	0.540090909091	0.0770909090909	0.833181818182	1.66636363636	-0.298272727273	-0.0681818181818	0.0297272727273	0.119545454545	0.435090909091	0.442181818182	0.528363636364	-0.0836363636364	0.53	-0.0165454545455	-0.482909090909	0.799363636364	0.282363636364	-0.310272727273	0.384727272727	0.0264545454545	-0.181454545455	0.692545454545	0.502636363636	0.0854545454545	0.244181818182	-0.257818181818	0.398636363636	1.02309090909	0.130363636364	1.00918181818	-0.118	0.283363636364	0.164272727273	-0.0505454545455	0.665	-0.330909090909	-0.274	-0.189	-0.0301818181818	-0.214909090909	0.305636363636	0.194727272727	0.569	-0.348727272727	0.039	-0.283181818182	-0.0266363636364	-0.231181818182	-0.0844545454545	-0.0275454545455	-0.181090909091	0.0520909090909	0.245545454545	0.239	-0.247818181818	-0.142818181818	-0.103909090909	-0.642636363636	0.258454545455	0.295909090909	0.169	0.393272727273	-0.0683636363636	0.0346363636364	-0.500545454545	0.141545454545	0.323636363636	0.0434545454545	0.237181818182	0.0220909090909
D1/0_Clus_pos_700	-0.391230769231	-0.100615384615	1.29053846154	-0.0926923076923	0.568153846154	-0.0149230769231	0.104923076923	0.106769230769	-0.0706153846154	-0.0226153846154	0.0667692307692	0.2	0.356846153846	-0.321769230769	-0.121615384615	-0.209	0.177538461538	0.0951538461538	0.180846153846	-0.265076923077	-0.0799230769231	-0.287846153846	-0.225153846154	0.043	-0.315	0.213307692308	-0.0927692307692	-0.00784615384615	-0.0592307692308	0.185615384615	-0.157846153846	-0.204769230769	-0.163307692308	-0.155384615385	-0.0300769230769	0.180846153846	-0.0641538461538	-0.240230769231	-0.340230769231	0.126461538462	0.0996923076923	-0.286307692308	-0.323153846154	0.0103076923077	-0.199	-0.596076923077	0.630692307692	-0.00415384615385	-0.219538461538	-0.143153846154	0.328307692308	0.154615384615	-0.129	-0.101846153846	-0.0261538461538	-0.0554615384615	-0.143307692308	-0.333923076923	-0.161307692308	-0.184538461538	-0.362615384615	-0.149615384615	0.133846153846	-0.0316923076923	-0.367846153846	-0.0531538461538	-0.150461538462	-0.149230769231	-0.112076923077	0.120769230769	0.100615384615	0.173307692308
D1/0_Clus_pos_76	-0.358615384615	-0.711615384615	0.788615384615	-0.028	0.376	0.318846153846	0.211384615385	0.0359230769231	0.898	0.718	-0.487461538462	0.521076923077	1.12323076923	0.593307692308	-0.186923076923	0.333615384615	-0.306153846154	0.0942307692308	-0.384538461538	0.210461538462	-0.0909230769231	-0.0207692307692	-0.377153846154	0.274076923077	-0.628230769231	-0.0205384615385	-0.223153846154	0.668615384615	-0.220615384615	-0.179076923077	0.485230769231	0.647615384615	0.0886153846154	0.0900769230769	0.201461538462	0.656538461538	0.754615384615	0.0156923076923	-0.381076923077	0.345384615385	0.696153846154	-0.409769230769	-0.642461538462	-0.120230769231	-0.472230769231	-0.487769230769	0.0517692307692	0.0915384615385	0.105307692308	0.306615384615	-0.0319230769231	-0.145923076923	0.235461538462	0.0299230769231	-0.176846153846	-0.261846153846	0.0615384615385	0.206461538462	0.102846153846	-0.210538461538	0.222615384615	-0.0861538461538	-0.614923076923	-0.494615384615	0.0111538461538	-0.209846153846	-0.389615384615	0.257307692308	0.108	-0.112769230769	-0.216076923077	-0.0503076923077
D1/0_Clus_pos_10	-0.672833333333	-0.162208333333	1.05975	-0.0175	0.108416666667	0.907666666667	0.135083333333	-0.117375	-0.03475	0.448208333333	-0.48825	0.155666666667	1.73358333333	0.872291666667	-0.146083333333	-0.082375	0.767458333333	-0.409083333333	0.197583333333	-0.446291666667	0.515208333333	0.757666666667	-0.9035	0.36925	-0.74175	-0.6685	-0.231291666667	0.753958333333	-0.935	1.22466666667	1.15720833333	0.752083333333	-0.554958333333	-0.634458333333	-0.649375	0.324375	0.110083333333	0.279375	-0.677666666667	0.743791666667	0.234916666667	0.0797083333333	-0.223041666667	-0.342166666667	-0.467125	0.794458333333	0.300708333333	0.825708333333	0.664708333333	0.450583333333	-0.22	-0.189791666667	-1.30566666667	-0.363583333333	-1.95341666667	0.0587916666667	0.925333333333	-0.0947916666667	-0.126666666667	-0.203375	0.416416666667	-1.49045833333	-1.10920833333	-0.347625	-0.0256666666667	-0.217291666667	-0.161875	0.572208333333	-0.395916666667	0.0188333333333	0.022625	-0.912833333333
D1/0_Clus_pos_2	-0.559412162162	-0.58852027027	0.860256756757	-0.0389594594595	0.308445945946	-0.183668918919	0.464290540541	0.0213243243243	0.441027027027	0.353236486486	-0.250581081081	0.298864864865	1.03025675676	0.0412162162162	-0.518466216216	0.132945945946	0.464689189189	-0.25402027027	0.0677364864865	-0.427452702703	-0.0215945945946	-0.306263513514	-0.323148648649	0.242358108108	-0.955871621622	-0.380425675676	-0.279108108108	0.23597972973	-0.665466216216	0.436202702703	0.478202702703	0.316472972973	0.0313513513514	-0.508371621622	-0.0501621621622	1.31989189189	0.462925675676	-0.0140945945946	-0.134148648649	0.155148648649	-0.0511351351351	-0.510993243243	-0.529263513514	-0.108391891892	0.170141891892	-0.626662162162	0.0504324324324	-0.0164324324324	-0.0241824324324	0.375351351351	-0.00447972972973	0.028472972973	-0.132783783784	0.134452702703	-0.268966216216	-0.317135135135	0.0682905405405	0.086027027027	0.191682432432	-0.107939189189	-0.0293310810811	-0.00632432432432	-0.377918918919	-0.00933108108108	-0.112898648649	0.0333648648649	-0.0435067567568	-0.121290540541	-0.098222972973	-0.256297297297	0.165256756757	0.0597567567568
D1/0_Clus_pos_899	1.3785	-0.314833333333	-0.351916666667	0.434416666667	-0.1155	-0.04575	0.1	-0.398166666667	0.242	0.366416666667	-0.342416666667	0.12475	0.114083333333	0.0871666666667	-0.460833333333	0.50775	-0.890166666667	1.44775	-0.296416666667	-0.117	0.0695	0.0975	0.112583333333	0.381583333333	-0.111083333333	-0.08275	-0.09225	0.216833333333	-0.159	0.0685	0.0324166666667	-0.0213333333333	-0.22275	0.290666666667	-0.0153333333333	0.17075	0.264416666667	-0.347666666667	0.0785	0.3585	-0.114416666667	-0.0055	-0.00108333333333	0.158666666667	0.333083333333	0.0616666666667	0.0445	0.0200833333333	-0.05925	-0.207166666667	0.236416666667	0.315666666667	0.14125	0.0969166666667	0.169916666667	-0.28125	-0.0579166666667	-0.09825	0.277333333333	0.111833333333	0.0406666666667	-0.389333333333	0.221416666667	-0.129	0.108333333333	0.258	-0.153916666667	0.328	0.00366666666667	-0.159916666667	-0.0493333333333	0.14975
D1/0_Clus_pos_11	0.32337037037	-0.0616666666667	-0.0330555555556	0.0798518518519	0.560462962963	-0.0916851851852	0.0508333333333	-0.369444444444	-0.23687037037	0.62987037037	-0.112333333333	-0.316166666667	1.30827777778	-0.136462962963	0.276203703704	0.436685185185	0.699074074074	0.0645185185185	-0.108018518519	0.283351851852	-0.440925925926	1.28875925926	-0.666203703704	1.17005555556	-0.719888888889	-0.267240740741	0.964907407407	-0.144944444444	-0.592851851852	0.191240740741	0.789814814815	0.345037037037	0.409240740741	-0.0674814814815	-0.017537037037	0.513314814815	0.592462962963	-0.529574074074	0.527055555556	0.132666666667	-0.0907592592593	0.332462962963	0.152	0.00481481481481	0.474555555556	0.882907407407	-0.166092592593	0.562796296296	0.561407407407	0.894555555556	-0.0914259259259	-0.220648148148	0.898796296296	0.102425925926	0.103981481481	-0.290481481481	-0.359444444444	0.0657962962963	0.952666666667	-0.201055555556	1.17422222222	-0.156481481481	-0.0210555555556	0.113777777778	0.213981481481	0.204	-0.247148148148	1.04301851852	0.285555555556	-0.196537037037	-0.0322407407407	-0.146018518519
D1/0_Clus_pos_27	-0.0733793103448	-0.0198965517241	-0.0242413793103	-0.243103448276	-0.0798275862069	0.253517241379	0.174172413793	0.161310344828	-0.205896551724	-0.0906896551724	-0.101965517241	0.327068965517	-0.233551724138	-0.223482758621	0.062275862069	0.0615517241379	0.0831724137931	0.0773103448276	0.234344827586	0.262379310345	0.124724137931	0.108620689655	-0.531620689655	-0.374551724138	-0.346448275862	-0.383620689655	-0.042	-0.351586206897	-0.514551724138	0.363655172414	0.684172413793	0.428379310345	-0.484931034483	0.307586206897	-0.199551724138	-0.0697931034483	0.142206896552	-0.106620689655	-0.444482758621	0.0217931034483	-0.184862068966	0.116793103448	-0.114896551724	0.458	-0.160172413793	-0.680448275862	0.270931034483	-0.134344827586	0.190827586207	0.49	0.557620689655	-0.152482758621	0.383310344828	-0.0888620689655	0.014275862069	0.249896551724	0.321275862069	-0.0378965517241	0.168620689655	-0.678379310345	-0.0296551724138	0.164344827586	0.058	-0.117586206897	-0.0726896551724	0.355206896552	0.226034482759	-0.460896551724	0.00958620689655	-0.358137931034	0.0915517241379	0.632344827586
D1/0_Clus_pos_467	-0.900513513514	-0.453	0.448972972973	-0.419081081081	-0.370648648649	-1.85867567568	-0.572810810811	-0.323432432432	-0.118567567568	0.139972972973	-1.49994594595	-0.220756756757	0.437405405405	-0.569756756757	-1.23921621622	0.437243243243	0.291405405405	-0.111945945946	0.171054054054	0.370918918919	-0.0699189189189	0.024	-0.711108108108	0.436054054054	-0.483891891892	-0.531594594595	0.275702702703	-0.795702702703	-0.839621621622	0.0624054054054	0.0205405405405	-0.791297297297	0.0460540540541	0.112486486486	0.30227027027	0.87927027027	0.883594594595	-0.32727027027	0.348594594595	0.20972972973	-0.0360540540541	-0.239324324324	0.516621621622	0.372405405405	0.297810810811	-0.426135135135	-0.507459459459	-0.235162162162	0.160135135135	0.0185405405405	-0.264054054054	-0.506675675676	-1.58805405405	0.642	-1.85762162162	0.0719189189189	-0.0983513513514	0.209081081081	0.0111891891892	0.650756756757	0.281648648649	-2.08508108108	-1.96378378378	-0.551675675676	-0.830756756757	0.162378378378	0.148891891892	0.606027027027	-0.202621621622	0.259405405405	-0.433783783784	-0.514351351351
D1/0_Clus_pos_7	0.0810833333333	0.027125	0.0520416666667	-0.019375	0.0595833333333	0.111875	-0.0582083333333	0.024625	0.0235833333333	0.0795	0.07625	-0.0285	-0.0519583333333	-0.0484166666667	0.08375	-0.03275	-0.0257083333333	0.012	0.013625	-0.0496666666667	0.0443333333333	0.0218333333333	0.0407916666667	0.033125	0.141708333333	0.0395833333333	0.0542083333333	0.0439166666667	0.0566666666667	0.035875	-0.023375	0.048125	0.0248333333333	0.0015	0.00879166666667	-0.03125	0.10275	-0.054125	0.00208333333333	-0.0386666666667	0.0265833333333	-0.00279166666667	0.0575	0.014875	0.322166666667	0.065	-0.0361666666667	-0.0105833333333	0.165708333333	0.00825	-0.0519583333333	-0.0477083333333	0.026375	0.081625	0.00241666666667	0.108583333333	-0.0325416666667	0.0649583333333	-0.002625	-0.0291666666667	-0.0317083333333	-0.692	-0.03425	0.00533333333333	-0.193458333333	0.0310416666667	-0.01725	0.0165416666667	0.02675	0.0335833333333	0.0240416666667	-0.077125
D1/0_Clus_pos_464	-0.125466666667	0.305933333333	-0.143866666667	-0.332	0.0269333333333	0.282933333333	-0.0956666666667	-0.1128	-0.459	0.535066666667	-0.1836	-0.446466666667	0.6552	-0.159933333333	0.525933333333	-0.201533333333	0.389133333333	0.466466666667	0.1834	-0.397466666667	-0.183133333333	0.113866666667	0.504066666667	0.655266666667	-0.915866666667	-0.399266666667	1.25506666667	0.207	-0.721866666667	-0.0789333333333	0.294133333333	0.379	0.606466666667	0.335066666667	0.157133333333	0.5078	0.969266666667	-0.2982	0.183266666667	-0.4592	-0.289333333333	0.0018	0.268466666667	-0.0750666666667	0.9544	0.314933333333	-0.116066666667	-0.0372	0.0973333333333	0.162266666667	0.0972	-0.338933333333	0.280933333333	-0.0585333333333	-0.122533333333	0.2208	-0.137533333333	-0.068	0.3228	-0.154533333333	0.4868	-0.4988	0.431466666667	0.399466666667	0.208266666667	-0.1462	0.2528	0.2836	0.316866666667	0.3036	-0.7388	-0.1102
