"ER" "CausER" "ER-Lasso-Dantzig" "PLS" "PFR" "Lasso" "Perm-Lasso"
0.666666666666667 0.666666666666667 0.5 0.766666666666667 0.766666666666667 0.666666666666667 0.566666666666667
0.8 0.8 0.6 0.8 0.766666666666667 0.733333333333333 0.733333333333333
0.7 0.6 0.733333333333333 0.8 0.766666666666667 0.666666666666667 0.633333333333333
0.733333333333333 0.6 0.566666666666667 0.733333333333333 0.733333333333333 0.7 0.633333333333333
0.7 0.633333333333333 0.533333333333333 0.766666666666667 0.733333333333333 0.733333333333333 0.6
0.7 0.7 0.566666666666667 0.8 0.8 0.766666666666667 0.733333333333333
0.633333333333333 0.733333333333333 0.766666666666667 0.766666666666667 0.766666666666667 0.6 0.733333333333333
0.7 0.666666666666667 0.533333333333333 0.766666666666667 0.766666666666667 0.7 0.433333333333333
0.7 0.633333333333333 0.633333333333333 0.733333333333333 0.766666666666667 0.7 0.666666666666667
0.733333333333333 0.6 0.733333333333333 0.766666666666667 0.766666666666667 0.733333333333333 0.5
0.666666666666667 0.533333333333333 0.633333333333333 0.833333333333333 0.8 0.766666666666667 0.466666666666667
0.7 0.7 0.566666666666667 0.766666666666667 0.733333333333333 0.733333333333333 0.5
0.666666666666667 0.7 0.433333333333333 0.766666666666667 0.766666666666667 0.7 0.633333333333333
0.733333333333333 0.7 0.666666666666667 0.7 0.733333333333333 0.666666666666667 0.466666666666667
0.666666666666667 0.666666666666667 0.633333333333333 0.766666666666667 0.766666666666667 0.7 0.566666666666667
0.733333333333333 0.666666666666667 0.733333333333333 0.8 0.8 0.7 0.733333333333333
0.6 0.733333333333333 0.766666666666667 0.733333333333333 0.766666666666667 0.633333333333333 0.733333333333333
0.666666666666667 0.766666666666667 0.8 0.8 0.8 0.666666666666667 0.666666666666667
0.733333333333333 0.7 0.633333333333333 0.766666666666667 0.766666666666667 0.6 0.533333333333333
0.666666666666667 0.666666666666667 0.566666666666667 0.8 0.8 0.666666666666667 0.666666666666667
0.7 0.733333333333333 0.766666666666667 0.766666666666667 0.733333333333333 0.766666666666667 0.566666666666667
0.7 0.633333333333333 0.6 0.766666666666667 0.766666666666667 0.766666666666667 0.6
0.733333333333333 0.633333333333333 0.666666666666667 0.8 0.766666666666667 0.766666666666667 0.666666666666667
0.733333333333333 0.633333333333333 0.7 0.733333333333333 0.766666666666667 0.7 0.6
0.666666666666667 0.733333333333333 0.666666666666667 0.733333333333333 0.766666666666667 0.766666666666667 0.466666666666667
0.733333333333333 0.733333333333333 0.766666666666667 0.766666666666667 0.766666666666667 0.733333333333333 0.566666666666667
0.633333333333333 0.6 0.6 0.766666666666667 0.8 0.7 0.6
0.7 0.666666666666667 0.7 0.733333333333333 0.766666666666667 0.7 0.666666666666667
0.7 0.633333333333333 0.6 0.766666666666667 0.766666666666667 0.566666666666667 0.566666666666667
0.666666666666667 0.766666666666667 0.6 0.833333333333333 0.8 0.733333333333333 0.6
0.7 0.7 0.633333333333333 0.8 0.766666666666667 0.666666666666667 0.633333333333333
0.733333333333333 0.7 0.533333333333333 0.8 0.833333333333333 0.633333333333333 0.566666666666667
0.766666666666667 0.633333333333333 0.7 0.8 0.766666666666667 0.766666666666667 0.6
0.733333333333333 0.633333333333333 0.6 0.766666666666667 0.8 0.766666666666667 0.466666666666667
0.7 0.6 0.666666666666667 0.8 0.8 0.766666666666667 0.666666666666667
0.733333333333333 0.7 0.566666666666667 0.8 0.8 0.633333333333333 0.733333333333333
0.633333333333333 0.666666666666667 0.733333333333333 0.8 0.8 0.633333333333333 0.433333333333333
0.6 0.666666666666667 0.633333333333333 0.766666666666667 0.766666666666667 0.666666666666667 0.666666666666667
0.733333333333333 0.766666666666667 0.733333333333333 0.8 0.833333333333333 0.666666666666667 0.533333333333333
0.766666666666667 0.733333333333333 0.6 0.833333333333333 0.8 0.633333333333333 0.533333333333333
0.666666666666667 0.733333333333333 0.7 0.733333333333333 0.766666666666667 0.633333333333333 0.633333333333333
0.733333333333333 0.766666666666667 0.733333333333333 0.766666666666667 0.8 0.666666666666667 0.6
0.666666666666667 0.7 0.6 0.766666666666667 0.766666666666667 0.7 0.6
0.7 0.766666666666667 0.666666666666667 0.766666666666667 0.833333333333333 0.733333333333333 0.533333333333333
0.733333333333333 0.766666666666667 0.633333333333333 0.8 0.8 0.7 0.566666666666667
0.7 0.633333333333333 0.566666666666667 0.8 0.8 0.7 0.666666666666667
0.7 0.7 0.666666666666667 0.8 0.766666666666667 0.7 0.5
0.666666666666667 0.7 0.733333333333333 0.766666666666667 0.766666666666667 0.633333333333333 0.4
0.666666666666667 0.666666666666667 0.6 0.733333333333333 0.766666666666667 0.766666666666667 0.433333333333333
0.7 0.7 0.666666666666667 0.766666666666667 0.766666666666667 0.666666666666667 0.466666666666667
