"V1","V2","V3","V4","V5","V6","V7","V8"
-0.00376440799811755,-0.248376481688339,0.0154131064160665,-0.259508882668231,-0.150623000284046,2.08206647277894,0.0148543302759301,-0.297587688845424
-0.483015349398897,-0.799194207550846,-0.459774346514212,-0.473884341998089,-0.24802411839816,-0.0386556859481397,0.439062662708823,-0.472446216041351
-0.954541682709125,-2.03101416226789,-0.889119814659493,-0.572842280845997,0.834678483569724,-0.182208260761263,-0.0388269443197393,-0.218672418579116
-0.905473471380434,1.55985213016131,-1.29098630247253,0.0667471395862472,-0.875604542893334,-0.915445337403115,0.643974839753752,0.0774203423126384
-0.960059817321764,-0.179626605308251,-0.644062388374424,-0.365513188787869,-1.60864538585898,1.56935855440838,-0.24033123594949,1.44795791881151
-0.536425669300127,0.213028966241816,0.241470318085387,0.00686144109006812,-1.12383210713785,0.0786446956379472,0.118673731244103,0.30332499691826
-0.43260830616785,-0.96322357780579,0.80211962757982,-0.485985427692467,0.857538645209473,-0.835808234156995,0.6555261817301,0.167514880069026
0.965888283257636,0.245859760668467,-0.635763929010019,-0.349199734274275,-0.175187743953633,1.17719488895803,0.258122331431146,-2.13901725379587
-0.906401965260523,-1.34370850846996,0.192075310696104,-0.586668319061519,0.513611883305914,-1.08560417258516,0.343754168390141,-0.285146724275205
-0.330552888784102,1.09268016050594,1.97838241802369,-0.0848344431234295,-0.338542916308362,0.630499129821699,0.483091985152903,-0.308530692053726
0.115570930673775,-0.220723996333466,-0.564646844970711,-0.120501213980318,-0.0594090072097602,0.178119080973488,-0.289609338843261,-0.210173054039408
2.00287476860807,1.4454931899759,2.25762046536348,-0.0838308473282166,-0.987268921447043,-0.956651876858204,-0.590628040700577,-0.315575768845082
1.36983750842564,-0.336837952753892,0.444353600323864,0.0913888356420859,1.50466202459914,-0.358366532082683,0.141754759714356,-0.408568842536521
-0.226958371795617,-0.198393271291145,-0.704326117711307,0.0465539357618153,1.29483222958854,-0.231142458418109,-0.405330085633832,0.0657962002902425
0.523313520127713,1.33851260972103,-1.20127007430248,3.59171594629121,1.11885697863308,-1.27466080166083,-0.334156391427958,0.523276892881156
-0.363837979391713,0.511034721041559,-1.04286614414381,-0.159120176032864,-1.46641687721683,-1.05173880585172,-0.593468307713258,-0.0518294426009182
-0.687336726699347,-0.236948379306543,0.0124831763881795,-0.4723883486233,-0.78915358650123,2.68326245318762,-0.101639188455223,-0.31015553194052
0.584422471037465,1.37374055452159,-0.617367041838177,1.19603759703301,0.62577238714557,0.134130299152322,-0.239383508676501,0.037109752889469
-0.610908835403561,0.240000540026733,-0.794498218096538,-0.358800470869498,-0.312276607988737,-0.0840141858325436,0.313896363144738,-0.502659941501111
-0.419690996025029,0.413832607282753,-0.692289498099046,-0.251269627368621,-0.491076872185852,0.0254147979837777,-0.201753208492429,-0.216615080658679
-0.472257755833118,-1.97201592991916,-0.235548603491505,-0.362793363712007,2.16714660486703,-0.367616216718994,-0.0626009600411919,0.253143122648855
0.557747630892903,1.47536823680849,0.76215987653844,0.113672902091184,-0.640004680610892,0.325813370343938,-0.472248642194453,-0.328564324668509
-1.15760147253225,0.773566688704274,-0.37517215867209,-0.0720537659086521,-0.933334066190534,-0.906268781951847,0.120865320448222,0.711538035163544
1.485903463536,-0.612334672784351,0.258627283836712,-0.282554624756621,0.142758807600745,-0.66693276709544,-0.33224725323225,-0.295111518350681
1.28044713761556,1.17126994295254,0.909968123974625,0.0218530155797688,-0.757429308218273,-1.04276580501061,0.0818571593703236,0.425323705824907
0.729511858664544,-0.0218359593029188,-0.0144337296365995,-0.0264776201618985,0.911040765829611,0.158881408811608,0.247257165185284,-0.0237448331126975
-0.683857777656197,-0.69496355176806,1.02281344219347,-0.534346659339905,-0.677637396017506,-0.0343307900331515,-0.141022802705552,0.103623655764665
0.42349237054171,-1.00903086264031,0.300354691181012,0.666832725714702,1.90615134701438,-0.67895414424774,0.363080288623636,-0.361482007633021
-0.924006263334488,-0.475407491089988,-0.621001114292192,-0.54011261490256,-0.63437825850673,1.6355172698958,0.128395344374614,0.255995388470288
1.02028979361124,-0.510604498331477,1.58528488568429,0.641022412646239,0.391795239564554,0.0322624346629992,-0.310920723162357,2.37385644743328
