1	13	1	162.2	0.41	1.22	8.85	13.56	41.65	11.11	28.77	60.12	77.36	25.58	23.44	21.5	44.95	5.01	6.09	0	4.71	9.76	2.1	12.2	12.2	14.31	2.96	2.51	15.52	0	1.38	18.26	2.24	1.87	1.08	173	61127	56248	29914	30187.5	129732	10766	26835.5	31521	85899	62928	3250	16553	12519	6970	26345.5	10047	66	6078	81	303.5	58	7058	2176.5	161.5	2929	49977.5	3363	3816.5	19334	18251.5	9143.5	17373	305	277.5	91815.5	81099.5	31578	46729	137644	9346	41906.5	57125.5	82125.5	76494	18388	8658	1338	6850.5	60420	35739	533	305	156	324	31897	230.5	2363	2216.5	403	355	95	76	137	109	805	83	54	93	1573	915.5	5684	808.5	76	92	2804	855	51935	328	567	124	3464	62.5	75	860.5	366	1854.5	267	338.5	92	895.5	86	74	218	116	610	56.5	273	14529	9928.5	3324.5	4527.5	59268.5	672.5	2165	2681.5	9850	4047	228	817	424	251.5	511	6315	2655	829	65686.5	47812	18673.5	34564.5	130576	4086	22389.5	29503	65914.5	39922.5	6205.5	3449	33539	17300	737	4002	47377.5	34697	70932.5	34709	213	2817	15600.5	9392	60502	5940	89.5	78.5	166.5	67.25	71.75	158.75	242.75	216.75	109.5	262	164.5	82	132.25	155	151	74.5	129
1	2	0	123.49	0.94	0.71	10.17	13.9	43.55	19.46	43.13	37.41	94.96	30.2	2.63	16.2	18.82	8.91	10.56	0	8.1	16.49	1.82	16.71	16.71	18.79	1.61	2.63	10.81	0	0.93	2.02	0.22	0.39	0	195	72846	61389	30142	76585	136823	10220	50000	45224	83562	29913.5	8478	10394	18058	7142	46238	8802.5	68	20566	98.5	256	110.5	9603	5588.5	474.5	24498.5	56795	6318	7063	20132.5	6400.5	4018	8509	1420	457.5	101824.5	88714.5	49020	83767	149887	5033.5	69038	82730	89102	41131	3520	5382	14670	5631	84588	53853.5	812	586.5	375	1103	17142	311	2323	409	647	361	203	97	530.5	221	1102	400	66	193	3223	1781	7347	3325	80	186	7604	2832	56550	10561.5	1693	317	5767	1133	83.5	1098	498	2346	979	565	196.5	1466	456	79	212	149.5	636	119	419	20041	14234	6522.5	17780	74008.5	605.5	5199	5437.5	12044.5	2494	336.5	366	443	1304	585	11241	3389.5	1228	81327.5	66006	31738	85477	134315	2270	45235	48701	83003.5	21569	817	3552	49818	22572	1304	7253	70839	52774	95256.5	66364	220	3521.5	15007	10062.5	56767	14666	224.25	65	337.25	219	74.5	132	457.5	210.75	239	214	230.5	104.5	235	148.75	255	152	181.25
1	12	0	154.59	0.58	1.86	7.15	12.42	44.15	7.9	22.68	69.43	77.32	22.96	24.78	33.19	57.97	4.72	3.17	1.05	1.72	7.1	2.15	10.66	10.66	10.16	3.44	2.93	26.4	0	1.71	17.45	3.37	1.26	2.71	225	56362	45748	22481	47834	132217	18388	50981	55062	51265.5	88168	7836	24578	24943	11000	38566.5	7208	72	2435	113	229	139	5814	1811	232.5	8575	58208	10847.5	12223.5	14576	39170.5	13615	25559	1132	167	53306	41667	18514	46067.5	121262	10691.5	48678	49248	46831	75741.5	15665	11850	21386	5949	38600.5	13903.5	455.5	273	261	311	7013	605	526	2729	1012	584	140	72.5	111	108	885.5	144	60	89	1052	811	6285	1455.5	54	103	1255.5	600	19930	852	814	198	5641.5	322	84	811.5	398.5	2250	491	310	133.5	1176	139	81	131.5	87	480	64	576	28568	21842	7875.5	15011	94084	1601	7839	9000	9081.5	20941.5	395	1799.5	944	3615	1121.5	16136.5	4850.5	1011	60773.5	48849	23188	51026.5	134224	6300	35648	44483	44027	89467	7933	4468	42408	16742	1146	7175.5	50058.5	42284	93147	54918	367	5748.5	22060	15276	77187	11040	110.25	64.5	170	106.25	73	195.75	242.75	357.5	127	290.5	253	139.5	146.25	208	135.75	87.25	168.25
1	7	0	90.17	1.47	1.83	5.79	11.38	39.9	13.67	24.39	61.94	75.78	18.79	22.68	28.15	50.83	7.68	5.98	0.52	7.03	5.2	3.02	8.62	8.62	13.2	0.92	2.89	19.96	0	2.29	19.84	1.87	0.97	0	230.5	95806	74362	40687	61104	149933	34816	84622.5	84656	97971.5	127589	10819.5	62745.5	25445	25718	64820	18901	64	2283.5	99.5	199.5	122	22025	6243	378.5	14024	64045	25240	31601	41154	50206	14913	27725	3721	209	64387	50125.5	20212	42796	121843	13932.5	51607.5	63110.5	68764.5	93127	30586	9338	5383	9282	44665	13237	1502	697.5	250.5	528	12239.5	700	2467	7716	1055	805	254	100	525	265	1408	277	68	126	2528	1459	6798.5	1906.5	61.5	137	10901	4735	34871.5	3380	2337	338	5315.5	380.5	89	1314	475	2176	630	769	196.5	1346.5	292	78	220.5	123	394	68	555.5	32262	22287	8935	11614	101688	2188	10788	14214.5	17692.5	27474	457.5	4589	958	1466	2051.5	19744.5	6444	1279	95144	71204	30153	66895	143503	12307	80438	99955	108414	127247	32911.5	12780	61628	28637	1368	7995	80617.5	56142	100163	62098	408	7053	33171.5	19849.5	86215.5	12946.5	136.75	60.5	196.5	93.25	72.5	75.5	291.5	230.5	127.5	149	136.5	70.5	135.5	105.75	175	89.5	106
1	1	0	123.02	0.38	0.92	6.31	9.43	32.2	7.22	22.13	70.66	74.27	15.19	22.77	34.67	57.44	4.74	2.48	1.25	4.27	6.83	2.73	7.04	7.04	14.55	1.39	4.02	26.76	0	1.16	18.42	1.24	2.04	1.07	38	54857	45577	23404.5	18278.5	112427	6914	43046.5	39079	36799	4297	6321	7575.5	15303	4481.5	45988	1118	63	70.5	65	129	107	149	101	93	115	19175	846	565	490.5	4518	9510	16250	76	107	24920	26151.5	5365.5	10417	66325	1831.5	13747	13580	10653	924	2127	5325.5	527.5	591	18172	1110	119	102	112.5	98	518	319	118.5	222	533	415	68	60	72	78.5	171	79	60	55.5	126.5	198.5	1611	135.5	66.5	87.5	184.5	139	1532	160	86	63	129.5	43.5	72	190.5	113.5	587	102	85	67	193	28	66	82	80	110	44	204	8112	2074	1325.5	2142.5	25399.5	250	1975	1717	1948.5	391.5	125.5	199	208.5	143	157.5	2138.5	576.5	722.5	33413.5	25422	9654.5	16791	81316.5	1062	14475.5	15092.5	15011	2152	1235	762	26174	5876	724	4984	25082	25128.5	62878.5	23356.5	191	2043	8277	5774	37650.5	2249.5	109.25	60.75	180.75	80.5	72	86.25	283.75	137.75	113.5	133.5	148	72.25	98.25	121.5	152.75	91	113.75
1	1	0	88.78	0.63	1.65	3.77	5.8	25.75	5.04	16.57	78.39	69.02	14.45	28.81	42.02	70.83	2.64	2.4	0.62	2.68	4.07	4.44	4.76	4.76	9.24	2.76	3.66	32.3	0	1.62	24.51	1.39	2.19	0.73	253	108607.5	98792	61309	106339	144609	18400	89330.5	97174	103056	112906	3393	12890	14231.5	13581	101278	50183	69	1857.5	90	202.5	115	12416.5	3788	470.5	34314	66427.5	8178	10731	21740	34257	5377	10972	2987	232.5	56270	59599.5	26471	78204	133015	6323.5	35842	41222	57456	82137	4752	5154.5	5562.5	2980	46854	18704.5	337.5	180	205.5	1823	63452.5	207	597	5346.5	270	264	115	77.5	74	76	668	145	53	83	1059	779	5442	2485.5	74	61	281	189.5	9000.5	1660	716.5	133	4988	893	72	782	316	1899	1060.5	264	80	893	261.5	78	139	84	581.5	118.5	440	23609.5	15714	9736.5	21967.5	87586.5	793	4475	6269.5	9042	12485	771	721	592	998	718	16868	4354.5	1199.5	66040	51824	33732.5	84907.5	134497	4467	41884	53762	65094	84109	4167	3773.5	50171.5	20908	1048.5	7227	46305	37389.5	81445	60140	334	6562	19977	14502	76023	26016	103.5	77.5	146	64.5	78	74	190	161.5	109.5	184.25	188.5	129.5	138	127.25	137.5	80.25	139.25
1	8	0	131.13	0.66	0.91	12.91	15.17	50.85	19.68	51.27	29.06	94.36	41.5	5.12	7.16	12.28	6.48	13.19	0	3.97	22.96	1.01	23.32	23.32	13.96	3.83	0.53	4.47	0	1.15	5.12	0	0	0	226.5	76266	50251	18491	50753	137917	10608	55506.5	62210	77246.5	116029	5932	8677.5	13260.5	4992	42864	13602	63	14762	143	378	115.5	9480	1829	194.5	9838	50069	14352.5	19152	23347.5	38965	10171	18878	1039	298	89376	76129	36206	61480.5	144712	11956	58584.5	75536	85078.5	97014	3598	5685	15126	4469.5	75240	46535	980	268	238	636.5	47390	163	7283	35568	345	278	110	77	157	104	908.5	110	75	103	1861	980	6657	1913	54	93.5	3077.5	961	51678	1674.5	1568.5	187	6058	405	70	1177	387	2534	649	530	123	1333	225	86	392	135	837	119	389	20269	13131	5108.5	9188	79298	890	6417	8114	11425	26641.5	282	383	472	1410	553	11167	3706	905	74567.5	51619	20839	60374	133186	4630	54058.5	67534	82126	116473.5	1163.5	2513	46888	22549	1028.5	5500	60326	43170.5	91561.5	60955.5	283	4742	22572	12767	73173	10949	140.75	79	250.25	99.25	77.75	100.5	374.5	390.5	129.25	179	152.5	91	153	145.25	201.25	97.5	119.75
1	1	0	137.35	0.78	1.21	11.12	16.43	49.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	226.5	47629	34074.5	22207	75673	122801	18057.5	28979	34018	55381	71444	9034.5	31258.5	24681	7311	18821.5	2456.5	64	19471	108	503	228	3146	783.5	245	16628	49225	4676.5	6736.5	13038.5	30050.5	13989	27428	367	188	61936	55769	22594.5	73849	120270	11806	31190	35978	52850.5	60933	27029	12770.5	15778	2622	36047	12708	328.5	173	177.5	1603	14366	360	819	1747	893.5	403	91	70.5	75	83.5	713.5	179	73.5	93	1167	757	5218	2503	123	108	1539	528	55408	15369	634	115.5	4805	1026	80.5	640.5	281	1686	929	301	101	1077.5	438.5	68	162	94	545.5	157	337	16303	10343	4965.5	17635.5	71671.5	1089	2153	3074	5480.5	7212	251.5	1968.5	697	1964	515	6096	1669	974	62711.5	42841	18422.5	85123.5	134976	8927.5	31886	43046	66439	77178	18069	2399	33881	14381	962	5908	53216.5	39825	86864.5	69755	273.5	4237	20629	13137	69717	25934.5	155.5	69	381.75	103.75	67.5	224	500.5	423.25	135.75	350	438.5	226.75	145.75	243	291	115.75	224
1	11	0	149.18	0.46	1.32	5.22	9.83	26.9	0	4.95	95.05	47.75	8.72	59.73	32.82	92.56	0	0	0	0.52	0.81	2.29	1.34	1.34	3.65	1.13	3.18	25.18	0	2.18	46.7	8.96	2.37	1.7	205	77189.5	64786	17063	40971.5	130609.5	12566.5	21078.5	26972.5	91907	65048.5	9359.5	12253	20155	11630	16877	5827	54	1597.5	120	251.5	139	6615	1531	129	2294	48336	2777	2735	25729.5	18787	14010	25832	94	151	53512	36366	8501	24692	105997	3434	11008	11087.5	58026	37289.5	4080	5833	4945	3015	8669.5	3365.5	162.5	158	275	172	381	1200.5	325	992	2182.5	1750	112.5	78	88	76	676	41	68	62	1466	799.5	5030	834.5	71	84	1929	238	42681	92	542	89	3423	71.5	68.5	723	259	1652	270	268	83	830	98	79	152	85.5	467.5	52.5	228	13935.5	8561.5	3015.5	3737	52417	486	1604.5	2129	12399	6155.5	188.5	337	273	874	596	2809	1303.5	833	72253	50023	13393	41063	128991	2621.5	17323	23963	80826	50593.5	2352	4597	22116	11909	1172.5	4306.5	67552	47436	93403.5	47401	228	1663	17057	10025.5	57221	6535	92.75	66	126.5	70	64.5	79.75	222	182.5	117.25	143	180.5	98.5	133.25	118.5	129.5	80.25	115.25
1	1	0	84.81	0.93	1.42	8.72	11.69	39.05	2.33	12.97	84.7	76.93	13.45	21.97	49.87	71.84	0.9	1.43	0	1.76	3.84	2.24	5.13	5.13	11.91	3.19	3.99	42.11	0	1.53	17.39	2.4	1.68	0.5	189	80621	77588	67237	56339	137655	13555.5	55141.5	71672	83448	98690	5843	33687	12295	7563	63521	26266	65	4200	103	247.5	147	28979	20201	2282	26664.5	69700	5364	6439.5	12535.5	30438	7971	14801	6014	211	45235	48723.5	17050	27964	119312	4703	19517	27839	33698.5	53865	12091	4508	736.5	2012.5	34986.5	11034	340	215.5	615	183	28956	188	553	9677	345	294.5	76.5	84	172	142	931	131	49.5	105.5	1074	1046	5675.5	775	81	102.5	2220	1405	48601.5	595	576	196.5	4497	82	80	766.5	431	2380	380	290	144	1188	95.5	86.5	143	89	516	48	296.5	15910	12171.5	7490.5	8265	67602	834.5	3871	5035	6652	10656	294	1361	447	340	645	8958.5	4021	860	61104	49362	31715	39569.5	128182	4187	30757	38441	44939	66884	9245	2833	40891.5	23826	1271.5	7704	55489.5	46037	93543	46188.5	237	3800	14362	10392.5	58454	7749.5	119.5	74	244	99	66.25	89	354.5	231.5	123.75	186	227.25	74	114.25	123	196.75	96.5	176
