1	3	0	128.72	0.29	0.66	5.81	10.01	34.4	3.35	13.19	83.46	77.72	13.63	21.33	50.64	71.97	1.35	2	0.53	1.9	2.37	3.16	5.22	5.22	11.99	2.67	4.64	40.38	0	2.45	16.14	3.91	0.97	0.32	285	103261	82536	53694	75946.5	145966	42043	106111	99909.5	114672.5	110489	5579.5	8856	14427	8266	77497	29458	69.5	2395	101	237.5	176.5	7576	4642	417.5	13778.5	52736.5	18058	12137.5	26060	26436.5	8060	15227	1005.5	206	61936	41473	25525	47424	129652.5	17852	58163	68172	75274.5	75559.5	3174	4853	15974	2653	47868.5	13093	665	291	261	532	41131	333	9976.5	14339	229	280	128	111	772	356	1930.5	731	57	151	2130	1068	7004	2180	84.5	251.5	9324.5	3660.5	53543	6115.5	1915	263	6102	752.5	77	1355	460	2495	826	853	228	2082.5	465.5	81	259.5	120.5	591.5	111	336	18696	12549	6591	9881	72367	1690.5	9157	11049.5	13336.5	11308	304	491	457.5	2275	562.5	11371.5	3620.5	895.5	69928	50274	24954.5	63498	129447	10494	60055	71159	81373	75320	1644.5	1982	50867	19801.5	1200.5	8398	70781	47902	100874	72179	226	4225	18523	10298	61340	9699	143.75	67	225.5	137.25	71.25	238.25	329.25	358.25	142.5	342.5	342.25	126.75	184	207.75	176	88.5	204
1	5	0	123.6	0.88	0.8	10.9	14.71	54.9	3.55	16.95	79.5	78.48	19.7	20.9	49.38	70.28	1.25	2.3	0.72	1.93	3.21	3	8.09	8.09	7.06	5.16	2.49	40.95	0	2.93	17.68	2.01	0.63	0.58	243.5	34610	23507	7936.5	32056.5	117580	8947	6781	7048	30460.5	18559	9756	11044	20018	5803	15182	1946	69.5	21614	159	773	315	6150	2159	202	8271	58174	2846	2652.5	15114.5	13056.5	13356.5	23096	334	232.5	54002	47766	18730	50593	125936	3367	20805	22162	46033	25262	4902.5	6148	3178	1022	33277	11919	385	197.5	145	300	13899	331.5	373	505.5	766	417.5	81.5	79	107	85	775	98	72	76	629.5	480	3198.5	760.5	55.5	72	825	456	14787	504	590	174.5	5665.5	275.5	77	691.5	354.5	2412	513	276	154.5	1204	154	73.5	107	80	319.5	51	400	20280.5	14888	4630	11078	85454.5	525	1953	2071	6981	2817	217.5	459	343	675	364	10750.5	3222.5	1096	67100	50524.5	20634	61092.5	132286	2916	18251.5	20611	55826	27064	3107	937.5	39763	18308	657.5	2079	25326	19475.5	42844	23287	360.5	4313.5	19698	13630	75558	12929.5	104	80.5	169.75	68.5	68	94.75	249	149.5	96.5	122.75	89	68	98.5	105.75	169.5	89.75	106
1	13	1	155.77	0.32	1.46	10.8	15.37	44.8	3.59	13.81	82.6	68.95	11.76	29.56	45.49	75.05	1.73	1.87	1.14	1.8	4.5	3.02	3.35	3.35	8	2.57	3.16	37.04	0	2.27	25.59	2.27	1.17	0.53	191.5	57421.5	43115	28899	48746	123872.5	14623.5	44106.5	52246	57843.5	101277.5	4779	9819	13095.5	6074	28500	4634	62	2998	71	135	72	7608.5	1120	203	18286	62860	10730	18172	16569.5	44392	6082.5	12992.5	736	174	65025.5	63110	27097.5	54606	128409.5	14727	42727.5	50331	48074	91428	7046.5	6847	1516	3862	45133	18308	254	162	219	315.5	5193	669	434	3198	1180.5	935.5	71	60	59	61	485.5	69.5	47.5	84	1001	599	5204	1387.5	79	80	147	196	42238	873	228	83	2733	162	65.5	540	244	1708	415	205.5	81.5	789	127	77	98	88	238.5	57	277	15289	10484	3248	6868.5	64296	758	3618	4786	4823	13189.5	203	491	318	248	429	5673	2003	891	59348	43559.5	22857	56042.5	129777.5	7057	39535	53945	54287	97630	2847	2513.5	36457	17882	1120	6181	47622	38741	89895	57226	242	3112	18115.5	11146	66959.5	10019	175.5	59	292	201	71.75	108.5	416.5	415.5	202.75	197.5	158	74.25	188.25	180.75	241.5	141.5	111
1	1	0	93.74	0.86	1.24	5.95	10.26	31.35	1.8	11.21	86.99	70.56	10.96	27.41	50.88	78.29	1.23	0.56	0.98	1.54	3.3	1.93	3.47	3.47	8.19	2.44	4.15	43.14	0	1.66	22.14	2.44	2.16	0.67	217	89558.5	81122	46466.5	88202	146946	22754	78671	84200.5	100662	107080	4078	27839	21706	4002	48496	8390	57	19198	84	219	86	29800	16666	723	45680	71432	14568	22481	42385	32080	8530	16897	1590.5	157.5	53545.5	44312	19198	70589	135022	10828	46170	53398	73621	58618.5	11904.5	12933.5	620	1150	24464.5	4969	420.5	383	279.5	1579	12486	324	1562	1615.5	465	323	105	74	131.5	90	808	170	70	70.5	885	662.5	5487.5	1996.5	51	99	1194	573	53263	6441	679	112	3361	500.5	75	849	373	2223.5	852.5	358	119.5	1083	328	64	144	89.5	543	106.5	371.5	20679.5	13930	6655	13904	93366	1339	5707	7472	14044	10197.5	353	1096	1119	446	559	7879	2181	848	68639.5	50548	24635	81966	131031.5	6754.5	47401	57729.5	77360.5	72321.5	7354	963	37107	12758	797	4406.5	47727	38648	85221	56970	203	2738	14591	10895	67657.5	17685	135	63.25	213.25	100.25	69.5	83	317.25	203	147	161.5	115.25	71.75	128.25	123.75	208.5	86.75	121.25
1	4	0	106.38	1.33	1.34	7.64	12.99	39.75	5.84	25.17	68.99	83.7	16.85	13.81	39.04	52.85	2.7	3.14	0	4.56	9.76	3.24	7.6	7.6	15.85	3.53	3.58	31.19	0	1.03	11.17	1.09	1.54	0	235	110557	100183	70589	90367.5	161264.5	25182.5	95680	101528.5	112791.5	115642	4555.5	28659.5	14600	3455	88829	38806	65	31384	211	847	266	26060	12911	944	35135	66462	22868	30871	40378.5	40835	5935	12331	8490	481.5	102919	90858	53170	79982.5	152144.5	19220.5	74944	88293	100137.5	91268.5	24966	10840	19779	2944.5	89148	60648	2788.5	548	412.5	4682	67237	191	14913	23974	323	238	156	123	968	469.5	2131	690	61	156	2163	1367.5	6703.5	2666.5	75.5	180	6128.5	2520.5	22296	4532.5	1663.5	284	5097.5	758	90	1295	476	2215	961.5	646.5	184	1289	322.5	77	240.5	135	556	96	593	28192	21204	9533	15495	95281	1351	7109	8744.5	13189	15124.5	479.5	1321	743	1536	558.5	18422	5353	1334.5	89125	71124.5	30073	80051	140197.5	8103	63566	80438.5	100001	106692.5	8568	945	57182	27474	1479	9275	71795	52762	102820	69207.5	433	6956	29669.5	18185.5	85541	16568	260	73	579.25	133	71.5	145.25	776.25	375.25	158	252.75	205.75	130.75	179	199	343.5	181.5	155
1	12	0	154.47	1.17	2.44	14.12	19.76	63.35	7.76	32.05	60.2	90.64	24.76	7.69	31.16	38.86	2.66	5.1	1.98	5.17	8.06	3	13.84	13.84	18.95	5.4	1.03	26.7	0	0.43	6.35	1.34	0	0	207.5	73974.5	59303	29663	13028	139308	14309	40858	47469.5	85363	86549	8753	11902	16350	32045.5	40174	13535	61	32137	208	504	179	10952.5	3625	253.5	678.5	57593	6017	8045	36674	33288	11373	21557.5	794.5	177	63977	46421	26174.5	12871	129755	5398	23142	29891	69312	57558.5	4874	6894	38646	16657	39718	15664	608	328.5	291	104.5	9814	478	1429	1543.5	974	779	120	76	113	87	775	69	59	71.5	1698.5	1089	6349.5	219	58	105	6023.5	3185.5	56130.5	214	1388	212	5474.5	32	75.5	1102.5	465.5	2448	123	429	127	1168	50	88	262	129	716.5	40	396.5	23165	15270.5	7095.5	2777	77087	553	3125	4006	12408.5	8937	205	378	342.5	6242.5	1540	13935	4100	1275	80883	60488.5	29058.5	22458	134246	4769	33630	46079	102725	82354	2954	16756	45224	22572	1134	6115	55513	44056	89405.5	24207.5	384	7020	29437	19337	82585	3729	113.75	76	138	105	73	89.5	210.5	180.5	109.5	118.75	128.75	62.5	137.25	107.5	156.5	79.75	229.5
1	7	0	123.47	0.38	2	6.05	10.77	34.85	4.14	14.33	81.54	75.9	18	24.51	43.76	68.27	1.51	2.62	0	1.9	4.07	2.19	6.17	6.17	10.14	5.31	2.44	36.66	0	2.47	20.7	2.38	0.96	0.47	196	97652	80142	42431	72390	138316	25718	44483	51574	121307.5	91120	5155	31532.5	29594.5	19699	19631	4548	70	12302	102	323.5	251.5	35842	19655.5	236	33562	68947	3871.5	8976	53682.5	33994.5	6490	13378	197	281	96900	81168	33390.5	72834.5	144483.5	19973	40766	52280.5	114547	83767	28557	18719	1943	11059	36309	13157	809	350	189	340.5	9170	354	3785	1458.5	589.5	498	61.5	58	117	80	616.5	62	46	72	2179	1123	6022.5	1420	92	79.5	5267.5	568	56037	363	345	168	2834	77.5	64	1200	478	2201	525	412	113	880.5	100	80	189	113	484	86.5	479.5	27280	19380	7028	12539.5	85021	1316.5	2735	4243	21512	10493.5	394.5	1480	1131	496.5	875	3840	1381	1037.5	76779	58368	20360	63418.5	124693	7356	26402	32980	106681	69756.5	8577	5917	21135.5	9090.5	676.5	3103	49988.5	33986	67529	33858	328	2966	24015	15961	69589	14413	98	65.5	144.5	74.25	67.5	72	200	207.5	111.5	156.5	132.25	67.75	145.5	141	147.25	70	107
1	13	1	135.26	0.3	0.82	8.75	15.99	46.45	1.93	13.46	84.61	71.19	12.84	25.89	47.08	72.97	1.03	0.9	0.92	1.29	3.48	2.48	5.29	5.29	10.89	3.23	3.97	39.49	0	1.14	21.85	1.76	2.08	0.21	279	85408.5	67374	32878	47150	132753	15400	39444	39946	88384	70725.5	12116.5	11847	24213.5	11039	29116	10615.5	68	19904	127	300	145.5	16540	8639.5	475	13152.5	54925.5	8291	10519.5	39421	29822	15809.5	27394.5	513.5	222	73279	58710	24077	45965	121558	4826.5	30666	32330	83836	54857	3448	7698.5	20212.5	2853	30803	10697	1912	1079.5	361.5	478	8913	822	4259	2034.5	1393	899	182	93.5	515.5	241.5	1228	264	59	115	3661	1735	7076	1503	76	128	11024	2828	51608	1368	3123	491	5294	361.5	69	1592	614.5	2285.5	608.5	826	246	1170	162	83	201	145	443	65.5	296	24533	15339	5906	10112.5	67613	571	4500	5276	19517	10584	195	248	245	3081	440.5	7576.5	3285	1222	97744	81214	38122	62837	141656	3722	40630	51163	117078	71831.5	880	3208.5	44141	25240	929.5	6488	71655	49301	83030	48205	246	4336.5	25352.5	16545	66796.5	11390	208.5	53	221.5	187.5	66.5	77	344.25	430	222	168.25	129	62.5	226.5	107.5	213	176.5	127.75
1	13	1	164.71	1	1.38	13.45	18.04	61.85	2.06	18.61	79.33	80.76	12.35	19.71	40.63	60.33	0.8	1.26	0.53	4.11	6.31	2.24	5.42	5.42	17.86	3.39	2.37	35.45	0	0.56	15.28	2.7	1.07	0.66	266	94893.5	74476	43662	69448.5	149044	16105	56863	72344	107353.5	95965	5111.5	8943	15513.5	5480	51574	25684	65	8375	101	226.5	118	35317	12863	730	22207	65208	18172	25490	52873	47766	13421.5	24578.5	2309	214	79002	61765.5	22629	58163	131054	8385	36138	46432	94255	73211	4956	7108	39387	1987	37563	19574	1555	493	249	687	12827	549	5327	2677.5	806	485	159	67.5	313	129	697	113	63	119	3263	1714	7030	2011	103	97	14089.5	3539	61468	2638	2385	258	3046	301	85	1579	616.5	2344	728	779	178	958	251	71	323	144	498	89	337	22002	15320	5900	12152.5	82901	782	4411.5	5486	16980	10899.5	232	358.5	370.5	4455	354	11491	3595	163	794	336	790	603.5	1223	814	229	283	346	715	822	950	296	243.5	1121.5	7693	63111.5	44766.5	83916	48123.5	340	6974.5	31042.5	20291	84772.5	18360	120.25	63.5	186.75	99.5	60.5	76.25	259.25	267	129.5	137	107.75	73.5	130.25	113.75	149.25	92.75	121
1	13	1	148.96	0.44	1.13	7.34	11.87	35.05	10.49	25.27	64.24	88.78	22.07	9.9	44.12	54.02	3.55	6.93	0.54	2.58	7.81	4.19	10.14	10.14	11.19	3.22	2.2	36.58	0	1.15	8.14	1.13	0.33	0.29	210.5	80324	60431.5	42043	77452	120338	9971	60557	67157.5	86890.5	79868.5	4934	25650	13321.5	5509	49396	8289	63	9698	94.5	348	110	19768	7676	702.5	42613	64729	14514	25023	36731	34724	8484	15885.5	3598	288.5	79766	69586	41895	79823	134862	8658	68696	73849	87221.5	77452	23712	4549	11017	3663	63840	24852	209.5	147.5	159	671.5	9742	211	709	1131	426.5	287	88	83	154.5	106.5	669.5	188.5	53	93	1262	758	5382	2217.5	89	111.5	1021	370	32261	3090.5	465	111	3302	355	74	734	315	1947	792	241.5	87.5	789	217	74	145	87.5	425.5	101.5	259	13852	10237	4697	15308	62905	478	5165	6074	8715	8332	152	841	240	631	346.5	6472	1866	1131	68206	52565.5	29207	83938.5	129777.5	4254	45874	57912	74807	68981.5	10030	2440	43046.5	17532	1118	7560.5	59464	41632	91958	65012	195	2785	13871.5	9262.5	56686	15158.5	136.5	66.5	213	138	64.25	327.75	291.75	300.25	141.5	217.5	259	134.5	180.5	101.25	199.5	109	118.5
2	12	0	80.84	0.47	1.01	8.37	10.05	34.55	21.02	39.97	39.01	94.02	31.08	4.54	18.46	22.99	7.27	13.75	0	6.66	16.37	2.87	14.06	14.06	17.24	1.65	2.03	12.62	0	0.93	3.27	0.59	0.69	0	121.5	15267	13033	4577	559	84542.5	3764.5	2380	1825	32364.5	2961	3244	4102	8651	14860	405	158.5	70	68.5	94.5	208.5	123	117	87	88	67.5	16155	1334	830.5	2492	6838	13451	22275.5	69	110	10292	5653	1045	746	50092	1589	1182	1070	16758	960	2324	4974	552	4451	414.5	166	131.5	150	138.5	131	572.5	647.5	277	656	1202	954	84	80	43	65	130	49	58	63	158	138	1321.5	67	48.5	64	47	62	518	57.5	72	58	167.5	51.5	76	140	61.5	432	57.5	84	62	144	40	80	75	69.5	124	47	175	3403.5	2583	1190	705	14179	299	482	575	3164	694	225	372.5	427.5	210.5	1014	696	417.5	506	18035	13681	4310	4355	61320.5	1749	2899	3535	18947	3505	2030	5614	5111.5	2727.5	583	4851	30210	24172	71678	11979.5	125	699.5	3541	2510	15031	860.5	108	63	99	65.5	66	184.25	158.25	162.75	106.5	241	250.75	68	167.5	122.75	118.25	60	130.5
2	13	1	89.12	0.23	0.54	3.22	5.6	22	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	126.5	43069	11348	7593	45794	96808.5	16284.5	71774	80746	78911	120772	5531	8643	13987.5	67192	47424	6095.5	69	68	95	172	110.5	1307	92	98.5	11497.5	39376	18605	28580	26938	52007	11978	20429	558	103	19038	4729	1851.5	29298	54321	5765	40082	48541	40721	99066	3380	6020	2913	32798	19631	2577.5	169	90.5	113	203	900.5	630	693	6518	934.5	1375.5	103	62	55	62	138	49	44	66.5	222	167	2435	1039	56	76	43.5	62	4092	97	123	65	537.5	96	64.5	313	93	757	284.5	127	53	263	82	78.5	89.5	71	151	51.5	136	5569	2143	1588.5	6962	15540	864	8526	11283	10708	38828	196.5	471	454.5	481	6293	8915	1768	226	18901	7380	4195.5	23780.5	48815	2732	29731	39911.5	35819	103010.5	1218	22127.5	22640	5294	365	3086	29068	19394	70513	45384.5	75	1836.5	5896	2229.5	15379.5	7714	110	59.75	131.75	116.75	72.25	224.5	204.5	490	139.75	202.25	195.5	121.75	203	184.5	130.5	87	170.5
