"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.0774287510316093,0,0,-0.0257955014634743,0,0,0,0,0,-0.0860286310089004,0,0.768071505564321
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,-0.273153713246514,0,0.0272878935970897,0,0,0,0,0,0.108769008337094,0,0.056899505767141,0.425825775120384
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.092414934367366,0,0,0,0,0,0.111001350948664,0.320889966817493,0.374661203226271,0,-0.0205190218654337,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,-0.145314366377377,0.000268972477209064,0.0243681380605164,0.468295501114389,0,0,0,0.361753021970508
0,0,0,0,0.0120977771000087,0,0,0.199634024586272,0,0,0,0.064837545435347,0.0572616080016299,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.00342456958977119,0,0,0,0,0,0.388495188048719,0,0,0.300076268794091,0,0,0,0
0,0,0,-0.0370137028982201,0.0939235388268693,0,0,0,0,0.311316439154053,0.186980186152608,0,0,0.0573378214681085
0,0,-0.048481708456713,0,0.23770179785663,0,0.0454160674915573,0.081991626381761,-0.0961151558762991,0.253004642746468,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0.155319318966505,0,0,0.0262206598352413,0.252891731709696,0.13870084917769,0,0,0.363405387501035
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0.0614392567996083,0,0.713158471784158,-0.00739528620202045,0,0,0,0,-0.0454508724362883,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.147161709013634,0,0,-0.0519806804102072,0,-0.00694545087714925,-0.0118328630237517,0.423594278803365,0,0,0,-0.358485017871893,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0354595023684161,-0.0148055649101446,0,0,0,0,0,0.266633152495284,0.387599909524158
0,0,0,0,0,0.00453733303050294,0,0,0,0.389506805747423,0,0,0.502818679651123,0.103137181570951
0,0,0,0,0,0.0230464775712421,-0.100001409640338,0.0738244486797065,0,0.197963818735877,0,0,0,0.605163845372837
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,-0.182755856741395,0.183039582523354,0,0,0,0,0.588553390718754,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.0581446539434692,0.0470750759217759,-0.0200909372062957,0,-0.135563483799167,0,0,0,0,-0.0528458944363063,0,0,0.686279954692986
0.0321255510351086,-0.111088958051495,-0.0657369227184539,0,0.107918727248133,0,-0.157974436079138,-0.216543434771416,0,0.102155364144575,0.146543787341272,0,0,0.0599128186104091
0,0,0,0,0.361131481261796,0,0.222380603243126,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.064334069319694,0,0,0,0,-0.181958731358811,0,0,0,0,0,0.753707199321495
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0.136579732445225,0,0,0,0.370871068334127,0,0,0,0.492549199220648
0.194684819738345,0,-0.183970658389163,0,0,0,-0.0157344932830358,-0.0352485905105638,0,0,0.0935232971431994,-0.0104264210793935,0,0.466411719856299
0,0,-0.0992528572564219,0,0,0,0,-0.138702974128454,0,0,0,-0.0451515437951091,0,0.716892624820015
0,0,0,0,0,0,-0.0226119696699884,0,0.00386722048658372,0,0.499108146584097,-0.0173474832063098,0,0.450448089473008
0,0.149460628083261,-0.0335849638977152,0,0,0.323051403306512,0,0,0,0,0,0,0,0.246486502334697
0,0,0,0,0,0,0,0,-0.0222537328379985,0.22780574808518,0.0682167269331552,0,0,0.546047958808588
0,0,0,0,0,0,0,0,0,0.140189685989465,0,-0.0845125387829971,0,0.775297775227538
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.326829044992009,-0.00771205374071878,0.086710563671607,-0.0622058516950603,0.00935614691385397,0,0,0,0.309192038631115,0,0.197994300355636,0
0,0,0.0277211381164616,-0.341695488719556,0,0,0,0,0,0,0,-0.0583206639044662,0,0.572262709259517
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0972625061259725,0,0,0,0,-0.0303928874826506,0,0,-0.0590509093793763,0.00484522432031554,0.0298036753570049,-0.0800474570447471,0,0.657056367195265
0,0,0,-0.022590277606036,0,0.00473850989712862,-0.119436664391854,-0.0314740732336634,0,0,0,-0.112871086415231,0,0.708889388456087
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.136460688509571,0.370943071748275,0,0.320192580034343,0,0,0.172403659707811,0,0,0,0
0.0202134585991595,0,0,-0.136461419242791,0,0,-0.324972732772618,0.321882151966389,0,0,0,-0.103689428287052,0,0.0927808091319899
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0.23847261128711,0,0.270224580506026,0.305044251963874,0,0,0,0,-0.180239883944791,-0.00601867229819996
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0.223263011799342,0.387255107481487,0,0,0,0.179038977493165,0.210442903226006,0
0,0,0,0,0,-0.0134815391500503,0,0.0835625692016054,-0.294240771960945,0.0557909950977763,0,0,0,0.552924124589623
0,0,0,0,0.332396310298873,0,-0.309971894405591,0,0,0,0.232517247504846,0,0,0.12511454779069
0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.0038351673720005,0.136170146962726,0,0,0,0,0.378811158746202,0,0.0671872325130614,0,-0.146700794569953,0,0.267295499836057
0.172984739099533,-0.0115954687719897,0,0,0,0.205638704067932,0,0,0,0,0.0202887507687725,0.0570788751393981,0,0.532413462152375
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,-0.0481011187688796,0,0,0.0712756659236102,0,0,0,0,0.286107885670277,0,0,0.518442396267336
-0.0629643313474834,0,0,0,0,0.00395551118388292,-0.143039005662479,0.179122336703777,0,0.279077606267695,-0.164120217914898,0,0,0.167720990919784
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,-0.0708678764030834,0,0,0.205391483307602,-0.138482903805087,0,0,0.0703458777592435,0,0,0,0.514911858724985
0,0,0,0,0,0,0,0,0.182631181166145,0.0943113173542812,0,-0.209990174259322,0,0.440654039302384
0,0.0800207501665148,0,0,0,-0.0211645302766455,0.151963796867296,0.000397840401053026,-0.0223319063740826,0.478963587301083,-0.0134352248497712,0,0,0.000703393264743549
0,0.0117734653484283,0,0,0,-0.0567942910369678,0,0.0889108607728301,0,0.283572888831719,-0.0634038971350067,0,0,0.495544596875048
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.114314461117917,0,0,0,-0.00837047784154739,0,0,0,0,-0.147305319685628,0.330384314316321,0.274955824511132
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.00935840686507822,0,0,0,0.0372539670847854,-0.000832679694471295,0,-0.248111142078649,0,0.112603555850624,0.300469007189098,-0.201271714141837,0,0.0900995270954575
0,0,0.150753303104983,0,0,-0.117405856159458,0,0.0170087850455067,0,0,0,0,0,0.707372036529915
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0.646500478491766,0,0.0454176246522861,0.308081896855948
0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0.422356037700954,0,0.540907537751997,0,0,0,0,0,0,0
0,0,0,0,0.240438427669268,0,0.167616283200793,0,0,0,0,0,0,-0.0187958054431518
0,0,0,0,0,0.251340512455969,0,0,0,0,0.524102752473436,0,0.122148295186929,0.102408439883666
0,0,0.0436197377782065,0,0,0,0,0,0,0,0,0,0.0342324373419772,0.887417874335556
0,0.0591211015830166,0,-0.0848256146164052,0,0,0.188944036841147,0,0,0,-0.0572298547080484,-0.107552747513932,-0.0281114806847382,0.474215164052713
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0.0343849729699223,0,0,0.0976931084077682,0,0,0,-0.0932250885517378,0.255992987477121,0,0.319096362739538,-0.199607479853913
0,0,0,0,0,0,0,0.461650916662748,-0.0653379535022356,0.0354808493438625,0,-0.15744922780928,0,0.280081052681874
0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0.423229269754579,0,0,0,0.503444839337267
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.142969359179034,0,0,0,0,0,0,0,0.310134504041596,-0.0137650276879029,0,0,0.400849898079998
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.065112735246012,0,0,-0.0269690072550614,0,0,0,0.177771630186601,0,0,0.133380064409618,0,0.28420346050742,0.312563102395287
0,0,0,0,0.130201043832761,-0.00289728634232365,0.175542538825472,0,0,0,0.0886613206921442,-0.236704701756789,0,0.365993108550511
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0.678136766918008,0,0,0,0.0999663602861253
0,0,0,0,0,0,0,0,0,0,0.133115272159313,0,0.0900261899279607,0.771568893263457
0.0786492775922804,0.0876627785750068,0.39598442865976,0,0,0,0,0,0,0.0965071070735693,0,-0.108942536979454,0,0.23225387111993
0,0,0.137777094282181,-0.0142178970902825,0,0,0.0954941895425126,0.269080014205556,0,0,-0.128468215776406,-0.199770658595087,0,0.155191930507974
0,0,0,0,0.242155397952105,0,-0.680655416009711,0,0,0,0,0,0.0483922884489879,0
