"ER" "PFR" "PLS" "Lasso" "Perm-Lasso"
0.875757575757576 0.786363636363636 0.895454545454546 0.910606060606061 0.424242424242424
0.837878787878788 0.748484848484849 0.893939393939394 0.927272727272727 0.339393939393939
0.874242424242424 0.789393939393939 0.840909090909091 0.927272727272727 0.643939393939394
0.857575757575758 0.748484848484849 0.875757575757576 0.839393939393939 0.657575757575758
0.821212121212121 0.734848484848485 0.893939393939394 0.837878787878788 0.568181818181818
0.892424242424242 0.766666666666667 0.837878787878788 0.93030303030303 0.337878787878788
0.856060606060606 0.753030303030303 0.892424242424242 0.910606060606061 0.627272727272727
0.874242424242424 0.698484848484848 0.909090909090909 0.963636363636364 0.642424242424242
0.768181818181818 0.733333333333333 0.822727272727273 0.928787878787879 0.556060606060606
0.837878787878788 0.731818181818182 0.854545454545454 0.840909090909091 0.728787878787879
0.856060606060606 0.784848484848485 0.928787878787879 0.856060606060606 0.463636363636364
0.822727272727273 0.696969696969697 0.804545454545455 0.8 0.556060606060606
0.821212121212121 0.621212121212121 0.892424242424242 0.928787878787879 0.253030303030303
0.857575757575758 0.766666666666667 0.875757575757576 0.912121212121212 0.587878787878788
0.875757575757576 0.765151515151515 0.927272727272727 0.909090909090909 0.627272727272727
0.892424242424242 0.768181818181818 0.875757575757576 0.793939393939394 0.503030303030303
0.765151515151515 0.696969696969697 0.872727272727273 0.892424242424242 0.534848484848485
0.839393939393939 0.766666666666667 0.893939393939394 0.946969696969697 0.551515151515152
0.822727272727273 0.68030303030303 0.895454545454546 0.878787878787879 0.553030303030303
0.895454545454546 0.678787878787879 0.913636363636364 0.875757575757576 0.534848484848485
0.783333333333333 0.75 0.893939393939394 0.910606060606061 0.481818181818182
0.860606060606061 0.771212121212121 0.875757575757576 0.88030303030303 0.554545454545455
0.803030303030303 0.718181818181818 0.857575757575758 0.948484848484848 0.516666666666667
0.872727272727273 0.681818181818182 0.856060606060606 0.874242424242424 0.501515151515151
0.909090909090909 0.768181818181818 0.872727272727273 0.928787878787879 0.68030303030303
0.786363636363636 0.73030303030303 0.803030303030303 0.892424242424242 0.592424242424242
0.877272727272727 0.734848484848485 0.840909090909091 0.912121212121212 0.478787878787879
0.857575757575758 0.76969696969697 0.875757575757576 0.945454545454545 0.483333333333333
0.842424242424242 0.639393939393939 0.878787878787879 0.946969696969697 0.445454545454545
0.856060606060606 0.748484848484849 0.875757575757576 0.928787878787879 0.624242424242424
0.839393939393939 0.731818181818182 0.892424242424242 0.840909090909091 0.515151515151515
0.875757575757576 0.75 0.856060606060606 0.965151515151515 0.55
0.860606060606061 0.716666666666667 0.875757575757576 0.927272727272727 0.48030303030303
0.854545454545454 0.675757575757576 0.892424242424242 0.771212121212121 0.448484848484848
0.804545454545455 0.715151515151515 0.856060606060606 0.948484848484848 0.428787878787879
0.783333333333333 0.75 0.856060606060606 0.874242424242424 0.516666666666667
0.821212121212121 0.766666666666667 0.856060606060606 0.912121212121212 0.695454545454545
0.872727272727273 0.698484848484848 0.945454545454545 0.836363636363636 0.536363636363636
0.860606060606061 0.75 0.893939393939394 0.93030303030303 0.607575757575758
0.818181818181818 0.678787878787879 0.836363636363636 0.890909090909091 0.56969696969697
0.837878787878788 0.728787878787879 0.927272727272727 0.872727272727273 0.657575757575758
0.856060606060606 0.713636363636364 0.836363636363636 0.928787878787879 0.601515151515151
0.837878787878788 0.746969696969697 0.893939393939394 0.818181818181818 0.496969696969697
0.822727272727273 0.771212121212121 0.910606060606061 0.946969696969697 0.513636363636364
0.837878787878788 0.766666666666667 0.874242424242424 0.827272727272727 0.412121212121212
0.824242424242424 0.663636363636364 0.842424242424242 0.703030303030303 0.768181818181818
0.840909090909091 0.766666666666667 0.892424242424242 0.890909090909091 0.496969696969697
0.877272727272727 0.751515151515152 0.945454545454545 0.963636363636364 0.695454545454545
0.821212121212121 0.75 0.877272727272727 0.892424242424242 0.478787878787879
0.877272727272727 0.660606060606061 0.842424242424242 0.927272727272727 0.412121212121212
