"ER" "PFR" "PLS" "Lasso" "Perm-Lasso"
0.402029314511942 0.34652025959502 0.643820701064769 0.0366830698152414 0.746339199352855
0.574118965962967 0.449733801971091 0.39490281079016 -0.0278842168560471 0.733216196503666
0.488259896431357 0.413037451901303 0.483382849283303 0.0557693093237603 0.701530292431442
0.425321595857508 0.362396560628583 0.579254880542925 0.144191306127047 0.746614290659655
0.475937013482382 0.74604762052333 0.492966797048146 0.105855144882513 0.573384131878614
0.742499793604025 0.802617080957399 0.918809392499902 1.44763962558062 0.560821861868101
0.682052062383728 0.257412757237597 0.539293918997573 1.02273258811544 0.529900935759944
0.876966446275867 0.86238073754901 0.645700923579938 1.06757344166633 0.647297430224104
0.833399822236839 0.574032405584264 0.657375520298755 0.909201581338746 0.551525605299021
0.659483435468477 0.81724458100989 0.693937153729104 0.823451987291745 0.589353234352722
0.787539749518051 0.703960178053056 0.624422090223903 1.05692653637589 0.663157606211581
0.43417674540995 0.477372623019568 0.435382639086556 0.0765899382375922 0.543169280398273
0.719023618682399 0.611411090538098 0.388061565056628 0.958213780913954 0.618989871535649
0.645568668987204 0.547272424478055 0.764065103579308 0.425262266945469 0.591302521429171
0.478928583995644 0.617006172087558 0.303914194486524 0.374832246346385 0.699397852869251
0.735573858661717 0.528747067122989 0.564849378492432 1.17658374412918 0.682516599479625
0.80745472460352 0.696304192516874 0.740400030006414 1.07925622050758 0.821449753174972
0.752181915400298 0.831237696351543 0.885549704077072 0.927259203838456 0.67490072118514
0.70478885631353 0.704196717801512 0.488358435424748 0.656252411109008 0.61782049762064
0.254828361908451 0.220485485411884 0.962018604670721 0.412735830710777 0.874843541479616
0.410576678365004 0.580106528498787 0.790008192089706 0.612419739941409 0.733489264529803
0.579222086290325 0.485151878743854 0.776542802223235 0.608931597145819 0.68044415613698
0.715043889180877 0.621556780662842 0.815065209653112 0.904870907112785 0.573921334994605
0.390786988082572 0.572398022016383 0.804508888805187 1.29684410907893 0.576882800761673
0.616650988785012 0.654092403269004 0.552594408145845 1.04298613640605 0.542048517672979
0.627636328749965 0.701345216816867 0.31764659627809 0.695670217842232 0.725244134876032
0.191923643749781 0.160206678719548 0.591265234275602 0.15289990697578 0.596167362939935
0.50213132036837 0.500983247408021 0.417773647679595 -0.0913425930037541 0.533497492735431
0.304584957702722 0.362247366185859 0.5720066296286 0.373886266410923 0.418813369437081
0.465332516595511 0.571945307625463 0.29207871789432 0.0563288518483535 0.420607521131372
0.398650017668256 0.433956448825764 0.462030054080469 -0.189993094750286 0.322050751212965
0.413916771222076 0.530084430826533 0.272560345448005 0.176695615418339 0.37550029536355
0.749033508710051 0.651709954986259 0.821725930807353 0.958014521979362 0.560461361115434
0.735118199747443 0.491047821133863 1.18850772864078 1.02940734067426 0.486472133600636
0.385032920228559 0.395949756123189 0.522573684010543 -0.126629168271782 0.674791725038043
0.405701518415044 0.410410047261993 0.713975893648387 0.21424067503387 0.561341424639056
0.36363532580113 0.446598373773146 0.475714643966877 0.218751602962399 0.53956512271715
0.65276909495529 0.497833322698704 0.545043477263545 0.769520886991186 0.416420701996592
0.524854343324581 0.515656699326658 0.748390139775429 0.843009999467447 0.579531865109049
0.61033954708162 0.46765926295029 0.996705026883822 0.898960984580954 0.464019217859475
0.0657489971941282 0.113238726350529 0.580725292360651 0.019351883668608 0.622631881268664
0.444668020454462 0.324000638040245 0.525349891705054 -0.0966852839934597 0.399254872639331
0.511106677819382 0.492200556042494 0.425938519594333 0.57089415061215 0.418893954916761
0.686302479303281 0.649807830594668 0.638143822828194 0.823373146056269 0.458860484182226
0.671670683305795 0.626828215704651 0.476692987010101 0.81858768470084 0.402472749823808
0.530871884494208 0.583418482700313 0.331150136092678 0.915831871170329 0.383067036589998
0.611156446271166 0.736311893261493 0.623519867549585 0.980079465723357 0.378959315844134
0.414262629762314 0.320737215588355 0.573611218021429 -0.0619247986834189 0.536566654694554
0.429628490014362 0.286924654413599 0.513808145580413 0.208302275143223 0.362972352521612
0.631624495473838 0.941598126393314 0.409638041933338 0.0907164759556165 0.628235777832261
0.574500842696669 0.540183979148705 0.527771750528067 0.313394038355842 0.591702656309636
0.544375345461703 1.08034627555488 -0.166518202359445 0.290486190703174 0.266906221575903
0.315435474914239 0.824137519484741 0.103314426603659 0.24804040456041 0.550099895344512
0.585819768836699 0.57013834312891 0.496464579346082 0.376874443837602 0.627308261944405
0.728182974474354 0.819440822825358 0.666397905200132 1.1236438122304 0.403109370447311
0.63128132088947 0.643371808450055 0.423317676617996 1.13847214106498 0.447691649069976
