"ER" "ER-Lasso-LS" "PFR" "PLS" "Lasso" "Perm-Lasso"
0.875757575757576 0.856060606060606 0.786363636363636 0.877272727272727 0.910606060606061 0.442424242424242
0.8 0.893939393939394 0.734848484848485 0.854545454545455 0.910606060606061 0.392424242424242
0.824242424242424 0.806060606060606 0.713636363636364 0.875757575757576 0.913636363636364 0.587878787878788
0.821212121212121 0.803030303030303 0.728787878787879 0.857575757575758 0.854545454545454 0.524242424242424
0.857575757575758 0.839393939393939 0.787878787878788 0.856060606060606 0.946969696969697 0.443939393939394
0.839393939393939 0.857575757575758 0.709090909090909 0.875757575757576 0.927272727272727 0.428787878787879
0.872727272727273 0.786363636363636 0.748484848484849 0.890909090909091 0.963636363636364 0.428787878787879
0.839393939393939 0.874242424242424 0.695454545454545 0.857575757575758 0.927272727272727 0.56969696969697
0.892424242424242 0.784848484848485 0.748484848484849 0.837878787878788 0.946969696969697 0.556060606060606
0.859090909090909 0.784848484848485 0.734848484848485 0.840909090909091 0.946969696969697 0.606060606060606
0.893939393939394 0.860606060606061 0.75 0.857575757575758 0.928787878787879 0.659090909090909
0.872727272727273 0.821212121212121 0.766666666666667 0.874242424242424 0.892424242424242 0.442424242424242
0.872727272727273 0.909090909090909 0.748484848484849 0.875757575757576 0.840909090909091 0.463636363636364
0.822727272727273 0.824242424242424 0.678787878787879 0.840909090909091 0.822727272727273 0.516666666666667
0.854545454545454 0.839393939393939 0.713636363636364 0.81969696969697 0.927272727272727 0.465151515151515
0.786363636363636 0.783333333333333 0.696969696969697 0.856060606060606 0.856060606060606 0.377272727272727
0.878787878787879 0.895454545454545 0.65 0.857575757575758 0.965151515151515 0.75
0.874242424242424 0.857575757575758 0.695454545454545 0.909090909090909 0.874242424242424 0.539393939393939
0.874242424242424 0.783333333333333 0.733333333333333 0.909090909090909 0.927272727272727 0.657575757575758
0.877272727272727 0.946969696969697 0.734848484848485 0.895454545454546 0.863636363636364 0.409090909090909
0.821212121212121 0.877272727272727 0.693939393939394 0.804545454545455 0.946969696969697 0.589393939393939
0.822727272727273 0.892424242424242 0.733333333333333 0.842424242424242 0.892424242424242 0.463636363636364
0.857575757575758 0.875757575757576 0.731818181818182 0.748484848484849 0.965151515151515 0.498484848484848
0.842424242424242 0.821212121212121 0.746969696969697 0.877272727272727 0.927272727272727 0.556060606060606
0.806060606060606 0.875757575757576 0.718181818181818 0.839393939393939 0.946969696969697 0.496969696969697
0.856060606060606 0.839393939393939 0.715151515151515 0.857575757575758 0.928787878787879 0.533333333333333
0.877272727272727 0.895454545454545 0.715151515151515 0.928787878787879 0.93030303030303 0.48030303030303
0.890909090909091 0.927272727272727 0.733333333333333 0.875757575757576 0.892424242424242 0.462121212121212
0.8 0.857575757575758 0.766666666666667 0.821212121212121 0.843939393939394 0.73030303030303
0.818181818181818 0.75 0.713636363636364 0.836363636363636 0.909090909090909 0.536363636363636
0.786363636363636 0.822727272727273 0.640909090909091 0.875757575757576 0.875757575757576 0.446969696969697
0.836363636363636 0.784848484848485 0.73030303030303 0.836363636363636 0.854545454545454 0.496969696969697
0.875757575757576 0.910606060606061 0.73030303030303 0.892424242424242 0.857575757575758 0.31969696969697
0.837878787878788 0.840909090909091 0.75 0.892424242424242 0.874242424242424 0.303030303030303
0.856060606060606 0.910606060606061 0.713636363636364 0.872727272727273 0.874242424242424 0.621212121212121
0.857575757575758 0.81969696969697 0.75 0.874242424242424 0.909090909090909 0.468181818181818
0.836363636363636 0.854545454545454 0.713636363636364 0.909090909090909 0.854545454545454 0.446969696969697
0.804545454545455 0.806060606060606 0.715151515151515 0.912121212121212 0.928787878787879 0.359090909090909
0.854545454545455 0.801515151515152 0.731818181818182 0.892424242424242 0.892424242424242 0.536363636363636
0.857575757575758 0.856060606060606 0.746969696969697 0.857575757575758 0.909090909090909 0.428787878787879
0.804545454545455 0.877272727272727 0.751515151515151 0.837878787878788 0.857575757575758 0.645454545454546
0.877272727272727 0.893939393939394 0.640909090909091 0.948484848484848 0.896969696969697 0.551515151515152
0.821212121212121 0.766666666666667 0.766666666666667 0.837878787878788 0.927272727272727 0.551515151515152
0.857575757575758 0.890909090909091 0.766666666666667 0.836363636363636 0.945454545454545 0.427272727272727
0.856060606060606 0.840909090909091 0.803030303030303 0.837878787878788 0.910606060606061 0.443939393939394
0.821212121212121 0.839393939393939 0.786363636363636 0.837878787878788 0.890909090909091 0.606060606060606
0.821212121212121 0.803030303030303 0.677272727272727 0.874242424242424 0.965151515151515 0.501515151515151
0.874242424242424 0.837878787878788 0.713636363636364 0.874242424242424 0.946969696969697 0.446969696969697
0.840909090909091 0.824242424242424 0.803030303030303 0.859090909090909 0.890909090909091 0.501515151515151
0.81969696969697 0.856060606060606 0.768181818181818 0.856060606060606 0.877272727272727 0.677272727272727
