"ER" "ER-Lasso-LS" "PFR" "PLS" "Lasso" "Perm-Lasso"
0.0945291930698201 -0.11169362036182 0.552649835346917 0.44754326646688 -0.143477285723545 0.714346717616803
0.22470828467774 0.246481255372596 0.561503788611078 0.459302726359486 0.0864827727552954 0.893418918415329
0.660048791768208 0.833443446028069 1.05019474061939 1.10464150087945 0.377626075599502 0.452145507780651
0.383954722636668 0.497755906691703 0.938295941461642 0.935898020825183 0.518031946177291 0.849513674579041
-0.169490580859229 -0.243144608179175 0.170648116846407 -0.131021580868792 0.0991221963878848 0.672681303285277
0.497285570853112 0.351367873774354 0.285316291052743 0.110922892970677 0.369280821946705 0.379713286978752
0.911869376984501 0.741438489084035 0.67390418648959 0.779763152735838 0.773449085727512 0.583528102229546
0.895186803384131 1.04769547917665 0.717313473843946 0.802644703681466 1.14741521487023 0.651887092826687
0.973561831662033 0.621143781115031 0.759114976616729 0.877289335658276 0.825390032727958 0.668751229349575
0.826961570777202 0.965313326596079 0.751234428204971 0.86406230748244 0.857337154417269 0.635133901438164
0.893140288913005 0.992212300979713 0.638831224550004 0.713173373210131 0.962259976728759 0.451911651644071
1.05951680553086 1.15731758593157 0.681793157550462 0.784953716884921 1.30272657227297 0.396754940805157
0.689842036261701 0.371997598018122 0.566507669576866 0.598931231540219 0.368571583081391 0.617656821964408
0.97918168272552 0.796605565523066 0.578453398375377 0.633784940224484 0.751750226226659 0.205561201782755
0.610318250425769 0.708564932444697 0.695166343715123 0.725149300657763 0.827266525970507 0.532225347535243
0.545020246925398 0.582604681763257 0.325592120973103 0.263026882156511 1.13060012299279 0.726332478108384
0.576242232951179 0.504518322935694 0.48073050561341 0.453356674984024 0.536983205443937 0.427055990913625
1.04390260275558 0.930957185637887 0.682634798516852 0.767917782713397 1.06742620712578 0.641844706441146
0.796947256116635 0.738326247218211 0.784672852286552 0.872049133575249 1.02838718855375 0.727970377604507
0.17811817874171 0.373221263826785 0.766991707136008 0.747582547975186 0.393757498434804 0.600275697683056
1.01262532452975 1.29898008177755 0.839051955341566 0.978724835849639 1.04527305006006 0.640290331264522
1.36585213356547 0.726126091864577 0.729279141288148 0.860280461684434 0.667831475404263 0.65033903820077
0.658408615453202 0.517372342266957 0.673036574135761 0.696235717897204 1.02747445804986 0.563468073171876
0.358775722347783 0.615217088010162 0.623113144532052 0.586763710648759 0.136881278411078 0.818760998293394
0.0205439174249972 0.224445522450176 0.632626857883574 0.581218279369729 0.440532205614164 0.599466892560064
0.500063313853768 0.586356152051762 0.641552147326458 0.611143767513641 0.379332051334591 0.709338153710318
0.493104894210322 0.58557871418404 0.499803437624545 0.440776198150483 0.584344065805529 0.582727310606506
0.987189057684579 0.938149502796621 0.732984175654564 0.815976285317284 1.05547759860313 0.710892056680667
0.531944965094556 0.715989863579829 0.697090894672405 0.697393508803013 0.567321592197713 0.835405820527124
0.306384774212755 -0.551119364289182 0.459333236848693 0.347984367536379 -0.27638552380261 0.780113409106974
0.958094547589393 0.918540968840087 0.662520745461182 0.753780258157089 1.1131413209991 0.563450746605276
0.46752013935111 0.706581429884815 0.641073722143513 0.601041405415112 0.0149671903647139 0.389017476501418
0.263630493865207 0.568551884184347 0.434466303145882 0.321063877647227 0.213813315512316 0.393626379446513
0.729091728076399 0.726686289776391 0.670877392361521 0.738993795411641 1.03503647167914 0.697514539000687
0.735889182442 0.764977997994303 0.654668318123004 0.705654066670537 0.669134016890161 0.52078316108508
0.721494119700279 1.14901478160666 0.718950674113845 0.812991230259832 0.89836383094787 0.627081186735476
0.270100171986739 0.392022987491904 0.323409154552496 0.213251230092185 0.87721185686973 0.613748658199043
0.654700321603182 0.643373537864614 0.497420800332017 0.473900056685344 0.704599624870064 0.621657902557581
0.062421596163091 0.345616263701493 0.599051877431645 0.50757551586349 0.345843912514671 0.610496970383757
-0.103223862465371 0.0592256201519841 0.457797350103128 0.294166118933685 0.0339110714763356 0.728498776365852
0.516590492261562 0.703234997793888 0.600129016749717 0.594951573475543 0.59952303336574 0.631627585116941
0.0990662226074444 -0.123283505631534 0.479201238693864 0.334732300097672 -0.116478749393961 0.537444054396692
0.737300149805396 1.0962602424892 0.717165188289952 0.777456442905467 1.03315045304258 0.655479877185862
0.844437894579438 0.705356525321458 0.676535895915712 0.706610433973835 0.942613512254538 0.618882669750439
0.497864221407782 0.500952635494765 0.344950998634891 0.293858831912969 0.660773181894837 0.676657084730734
0.405082722667005 0.537830754917822 0.511111855736037 0.442757554766896 0.344541813302865 0.563663922723667
