"ER" "PFR" "PLS" "Lasso" "Perm-Lasso"
0.762222222222222 0.633333333333333 0.655555555555556 0.76 0.568888888888889
0.675555555555556 0.584444444444444 0.606666666666667 0.697777777777778 0.504444444444444
0.782222222222222 0.655555555555556 0.677777777777778 0.713333333333333 0.54
0.802222222222222 0.651111111111111 0.671111111111111 0.826666666666667 0.475555555555556
0.693333333333333 0.586666666666667 0.608888888888889 0.782222222222222 0.477777777777778
0.74 0.653333333333333 0.631111111111111 0.74 0.566666666666667
0.715555555555556 0.628888888888889 0.74 0.806666666666667 0.428888888888889
0.695555555555555 0.631111111111111 0.651111111111111 0.78 0.435555555555556
0.76 0.588888888888889 0.651111111111111 0.802222222222222 0.455555555555556
0.78 0.697777777777778 0.697777777777778 0.8 0.46
0.651111111111111 0.588888888888889 0.653333333333333 0.76 0.651111111111111
0.677777777777778 0.546666666666667 0.657777777777778 0.635555555555556 0.52
0.715555555555556 0.608888888888889 0.608888888888889 0.715555555555556 0.562222222222222
0.76 0.673333333333333 0.695555555555556 0.693333333333333 0.717777777777778
0.802222222222222 0.648888888888889 0.671111111111111 0.777777777777778 0.537777777777778
0.715555555555556 0.673333333333333 0.628888888888889 0.784444444444444 0.591111111111111
0.737777777777778 0.631111111111111 0.631111111111111 0.782222222222222 0.695555555555555
0.757777777777778 0.584444444444444 0.668888888888889 0.711111111111111 0.495555555555556
0.76 0.651111111111111 0.651111111111111 0.826666666666667 0.613333333333333
0.713333333333333 0.628888888888889 0.628888888888889 0.72 0.588888888888889
0.8 0.606666666666667 0.606666666666667 0.777777777777778 0.457777777777778
0.737777777777778 0.673333333333333 0.673333333333333 0.78 0.475555555555556
0.76 0.693333333333333 0.713333333333333 0.806666666666667 0.428888888888889
0.76 0.651111111111111 0.651111111111111 0.78 0.628888888888889
0.737777777777778 0.671111111111111 0.693333333333333 0.713333333333333 0.544444444444444
0.804444444444444 0.633333333333333 0.611111111111111 0.695555555555555 0.548888888888889
0.677777777777778 0.588888888888889 0.611111111111111 0.824444444444444 0.662222222222222
0.737777777777778 0.697777777777778 0.653333333333333 0.826666666666667 0.548888888888889
0.655555555555556 0.633333333333333 0.655555555555556 0.717777777777778 0.428888888888889
0.782222222222222 0.56 0.671111111111111 0.74 0.58
0.76 0.628888888888889 0.628888888888889 0.826666666666667 0.493333333333333
0.806666666666667 0.566666666666667 0.588888888888889 0.74 0.5
0.782222222222222 0.675555555555556 0.675555555555556 0.757777777777778 0.608888888888889
0.702222222222222 0.637777777777778 0.637777777777778 0.791111111111111 0.546666666666667
0.806666666666667 0.628888888888889 0.675555555555556 0.742222222222222 0.428888888888889
0.762222222222222 0.608888888888889 0.675555555555556 0.737777777777778 0.562222222222222
0.78 0.562222222222222 0.604444444444444 0.693333333333333 0.628888888888889
0.737777777777778 0.608888888888889 0.693333333333333 0.8 0.453333333333333
0.737777777777778 0.651111111111111 0.651111111111111 0.76 0.52
0.608888888888889 0.626666666666667 0.648888888888889 0.74 0.524444444444444
0.715555555555556 0.591111111111111 0.613333333333333 0.671111111111111 0.546666666666667
0.673333333333333 0.655555555555556 0.657777777777778 0.777777777777778 0.633333333333333
0.804444444444444 0.586666666666667 0.608888888888889 0.848888888888889 0.391111111111111
0.735555555555556 0.588888888888889 0.588888888888889 0.804444444444444 0.364444444444444
0.74 0.651111111111111 0.695555555555555 0.782222222222222 0.615555555555556
0.804444444444444 0.651111111111111 0.717777777777778 0.737777777777778 0.524444444444444
0.717777777777778 0.673333333333333 0.673333333333333 0.717777777777778 0.54
0.604444444444444 0.562222222222222 0.651111111111111 0.757777777777778 0.26
0.777777777777778 0.668888888888889 0.668888888888889 0.844444444444444 0.562222222222222
0.804444444444444 0.653333333333333 0.653333333333333 0.804444444444444 0.371111111111111
