MetaboClusterNeg	ZV101	ZV103	ZV104	ZV105	ZV106	ZV108	ZV109	ZV110	ZV111	ZV112	ZV113	ZV114	ZV115	ZV116	ZV117	ZV118	ZV119	ZV120	ZV121	ZV122	ZV125	ZV126	ZV127	ZV128	ZV129	ZV131	ZV132	ZV133	ZV134	ZV135	ZV136	ZV137	ZV138	ZV139	ZV142	ZV143	ZV144	ZV201	ZV202	ZV203	ZV204	ZV205	ZV206	ZV207	ZV208	ZV209	ZV210	ZV211	ZV212	ZV214	ZV215	ZV216	ZV217	ZV219	ZV220	ZV221	ZV222	ZV223	ZV224	ZV225	ZV226	ZV227	ZV228	ZV230	ZV231	ZV232	ZV233	ZV234	ZV235	ZV236	ZV238	ZV239
D3/0_Clus_neg_2	-0.50846728972	0.129542056075	0.858090342679	-0.317246105919	-0.0454579439252	-0.553186915888	0.401087227414	-0.235299065421	-0.201295950156	0.137056074766	-0.0586697819315	0.0946043613707	0.885514018692	-0.114199376947	0.0261651090343	-0.154420560748	-0.149887850467	0.245090342679	-0.310330218069	-0.276956386293	-0.350697819315	0.345700934579	0.51446105919	-0.459953271028	-0.624947040498	0.485211838006	-0.400607476636	0.208205607477	-0.12746105919	0.206482866044	0.301211838006	-0.0130031152648	0.389158878505	0.0588255451713	-0.205943925234	1.98113707165	-0.247152647975	-0.518068535826	0.278838006231	0.139037383178	0.151716510903	-0.549367601246	-0.337732087227	0.264676012461	0.626800623053	-0.35661682243	0.221657320872	-0.106862928349	-0.837563862928	1.03025545171	-0.190548286604	0.130146417445	0.663825545171	-0.0917165109034	-0.0721183800623	0.200068535826	-0.277529595016	0.561411214953	0.502211838006	-0.145797507788	0.452112149533	-0.120224299065	-0.522096573209	-0.163853582555	-0.0311121495327	-0.482392523364	-0.496691588785	0.226931464174	-0.401336448598	-0.210174454829	0.114473520249	-0.0723021806854
D3/0_Clus_neg_26	-0.0323636363636	-0.0654545454545	0.0211363636364	-0.00381818181818	0.00563636363636	-0.00818181818182	0.018	-0.0157272727273	0.0148181818182	0.0973636363636	-0.00727272727273	0.00686363636364	0.0545	0.00345454545455	0.0296363636364	0.0215454545455	-2.3255	0.00218181818182	0.0578636363636	-0.0128636363636	-0.0422272727273	0.0146818181818	0.0695	-0.00481818181818	-0.0311818181818	0.0597272727273	-0.0646363636364	-0.0785	-0.0341363636364	0.103545454545	0.00831818181818	0.0909545454545	0.0579090909091	0.0356818181818	0.003	0.0567272727273	-0.0553181818182	-9.09090909091e-05	0.111863636364	0.00813636363636	-0.0767272727273	0.0075	-0.028	0.0751818181818	0.163409090909	0.126818181818	-0.0486818181818	-0.0549090909091	-0.042	0.131954545455	-0.057	-0.0344545454545	0.0435	0.0611818181818	-0.0338636363636	-0.0309090909091	-0.400681818182	0.0320454545455	0.028	-0.122227272727	0.119	-0.307409090909	-0.00745454545455	-0.186681818182	0.00309090909091	0.000181818181818	-0.101227272727	0.0726363636364	-0.0193636363636	-0.0430909090909	0.0453636363636	-0.282863636364
D3/0_Clus_neg_117	-0.0462857142857	0.0667142857143	-0.189785714286	-0.327142857143	0.0796428571429	0.0526428571429	-0.0725	-0.0375	0.116214285714	0.977928571429	0.0310714285714	-0.0322857142857	0.0263571428571	0.0125	-0.0114285714286	-0.0291428571429	0.346714285714	-0.0772142857143	-0.0607142857143	-0.0362857142857	0.0141428571429	0.0693571428571	-0.0161428571429	0.196071428571	0.140928571429	0.0182142857143	0.151071428571	0.024	-0.0337857142857	0.390714285714	-0.0429285714286	0.102571428571	0.727285714286	-0.0127857142857	-0.0379285714286	-0.063	0.0764285714286	-0.0435714285714	0.0972857142857	-0.0328571428571	-0.0147142857143	-0.0815	0.027	0.00692857142857	0.0182142857143	0.00728571428571	0.324214285714	0.123	-0.026	0.0883571428571	-0.0635714285714	0.0409285714286	-0.0298571428571	-0.00771428571429	-0.0755	-0.0385	-0.0205	-0.523142857143	-0.0875	-0.0377142857143	-0.0516428571429	-0.327428571429	-0.0687857142857	-0.0808571428571	-0.564714285714	-0.0349285714286	0.0481428571429	0.0396428571429	0.0142142857143	0.0126428571429	0.0516428571429	-0.0412142857143
D3/0_Clus_neg_1320	0.338727272727	0.361090909091	-0.137454545455	0.245272727273	1.22963636364	0.533	0.0331818181818	0.0606363636364	0.0506363636364	0.939272727273	-0.639727272727	-0.226272727273	0.691545454545	0.428545454545	0.596181818182	-0.0866363636364	0.921909090909	1.38254545455	0.123181818182	-0.722545454545	0.463545454545	-1.00690909091	1.06609090909	-0.313272727273	-0.578818181818	-0.208636363636	-0.136090909091	0.272	-0.489363636364	0.362090909091	-0.393636363636	0.250454545455	0.933909090909	0.0127272727273	-0.099	0.227272727273	0.394818181818	-0.258636363636	-0.514727272727	-0.521	-0.532	0.685818181818	0.00881818181818	-0.142	0.187	0.192272727273	0.309	0.352272727273	0.182272727273	0.0740909090909	0.620181818182	0.0400909090909	-0.215545454545	-0.192	-0.458090909091	0.304363636364	0.158545454545	-0.00127272727273	0.183090909091	-0.256909090909	-0.0699090909091	0.335363636364	-0.0136363636364	0.464545454545	0.487272727273	-0.750727272727	0.485909090909	0.620454545455	-0.0280909090909	0.510818181818	-0.267272727273	0.202909090909
D3/0_Clus_neg_36	-0.207454545455	0.115618181818	0.742636363636	-0.00281818181818	-0.869636363636	-1.16712727273	-0.389563636364	0.676127272727	-0.264018181818	-0.4778	-0.380872727273	0.782763636364	2.20070909091	1.32850909091	0.00352727272727	-0.196472727273	0.147690909091	0.151690909091	-0.168418181818	-0.516272727273	0.0929090909091	0.546127272727	0.555454545455	0.1622	-1.01156363636	0.874472727273	-1.16732727273	0.815581818182	-1.34892727273	0.860418181818	0.395563636364	-0.000545454545455	0.174163636364	0.493	-0.976072727273	0.6068	-0.0279636363636	-0.541436363636	-0.183036363636	0.139254545455	-0.0213818181818	0.220072727273	-0.516763636364	-0.0609636363636	0.155781818182	0.125272727273	-0.212545454545	0.0467272727273	-0.0225090909091	0.5118	0.581709090909	-0.0545636363636	0.7086	0.2536	0.0663818181818	-0.385836363636	0.576727272727	0.0271272727273	0.142145454545	0.298745454545	0.743636363636	0.114072727273	-0.550490909091	-0.560381818182	-0.140854545455	-0.521672727273	0.0371636363636	-0.5848	-0.305636363636	-0.0394909090909	-0.328418181818	-0.130927272727
D3/0_Clus_neg_17	-0.475388888889	-0.443944444444	0.332388888889	0.858833333333	0.749666666667	-0.0313333333333	1.38466666667	0.1835	-0.690611111111	-0.302222222222	-0.881888888889	2.16711111111	0.436611111111	-0.165111111111	0.358	-0.237111111111	-0.475555555556	0.611333333333	0.0291111111111	-0.284833333333	0.620611111111	0.610277777778	0.0297777777778	0.036	-0.015	0.384166666667	-0.639555555556	-0.251944444444	0.387777777778	0.438166666667	0.298222222222	-0.607388888889	-0.602	0.423777777778	0.213388888889	1.14255555556	-1.33561111111	-0.158444444444	0.217833333333	-0.000777777777778	-0.0351111111111	0.506555555556	0.00105555555556	0.305888888889	0.850111111111	-0.222944444444	0.088	-0.503222222222	0.135055555556	-0.228944444444	-0.289444444444	0.117055555556	0.686388888889	-0.188388888889	0.594722222222	0.0276111111111	-0.330222222222	0.0358888888889	0.121388888889	0.125333333333	0.753777777778	0.655944444444	0.555444444444	-0.166166666667	0.0228888888889	-0.118055555556	-0.395722222222	-0.115944444444	0.925388888889	-0.128333333333	-0.149166666667	-0.211277777778
D3/0_Clus_neg_68	-0.184804878049	0.0206341463415	1.59543902439	-0.0474390243902	0.817365853659	-0.112536585366	0.018487804878	0.165	0.875658536585	-0.0641219512195	0.0824634146341	0.142829268293	1.0412195122	1.00963414634	0.100195121951	-0.151756097561	-1.32182926829	0.347829268293	-0.194731707317	-0.0355365853659	0.237317073171	0.163829268293	0.112926829268	1.1646097561	-0.764536585366	0.256146341463	-0.0786097560976	0.571390243902	-0.186048780488	-0.144097560976	0.33956097561	0.132146341463	0.421341463415	0.0940243902439	-0.124195121951	0.378341463415	3.07592682927	0.167658536585	-0.0221219512195	0.236634146341	0.684268292683	-0.221219512195	0.0139024390244	-0.061487804878	0.35256097561	0.0583170731707	0.0718292682927	-0.150585365854	-0.146682926829	0.153268292683	0.29543902439	-0.122073170732	0.131780487805	-0.147146341463	0.0792682926829	0.085756097561	-0.247048780488	-0.13212195122	-0.0121463414634	-0.110536585366	0.0189268292683	0.258	-0.00548780487805	-0.142780487805	-0.225414634146	-0.555707317073	0.410780487805	0.771097560976	-0.258414634146	0.122731707317	-0.299097560976	-0.0981219512195
D3/0_Clus_neg_5	-0.30175	0.281291666667	0.924125	-0.419916666667	0.103291666667	0.791333333333	0.532666666667	-1.052125	0.794625	0.627958333333	-0.159125	0.133583333333	2.15966666667	-0.893791666667	0.230708333333	0.294583333333	-0.0727083333333	1.636875	-1.72158333333	-0.45575	0.548333333333	0.0292916666667	0.675625	-0.184	-0.211208333333	-0.656708333333	-0.0690833333333	0.511208333333	0.5215	1.69633333333	0.69175	2.11466666667	-0.354541666667	1.20379166667	-0.525541666667	0.114208333333	0.0883333333333	-0.133	0.1235	-0.0804166666667	-0.307791666667	-1.22741666667	-0.210041666667	1.32375	-0.3975	-0.12525	-0.499333333333	0.419458333333	0.008875	-0.626208333333	0.413708333333	0.346125	1.34879166667	-0.197125	0.596041666667	0.477583333333	-0.159541666667	-0.538416666667	0.251291666667	0.436791666667	0.557166666667	0.313041666667	0.101916666667	-1.09520833333	0.157916666667	-0.997916666667	-0.334583333333	0.005375	-0.452833333333	-0.470833333333	-0.0810833333333	0.0764166666667
D3/0_Clus_neg_292	-0.0677	-0.2057	0.4016	0.3254	0.0405	-0.6383	1.1388	-0.0275	-0.5479	-0.4114	-0.1434	1.4586	0.927	0.2026	-0.254	0.0808	-0.7192	0.6545	0.0624	-0.2452	0.0767	0.3824	-0.4691	0.0283	-0.2911	0.7109	-0.1298	-0.4873	0.3273	0.9096	0.3969	-0.024	-0.7406	0.1943	0.0479	1.1602	-1.3899	-0.0621	0.3932	-0.2001	-0.2678	0.8939	0.2108	0.0809	0.9781	-0.5148	-0.4123	-0.7963	-0.0807	0.5355	0.5434	0.3312	1.0389	-0.3719	0.7412	-0.5706	0.1852	0.4556	0.1281	0.5965	0.5471	0.1874	-0.2445	-0.4801	-0.0991	0.0135	-0.2004	-0.6256	0.1284	-0.1547	-0.1957	0.1508
D7/0_Clus_neg_13	0.0464859813084	0.0955140186916	0.0441682242991	0.00532710280374	-0.0705140186916	0.0401588785047	-0.0137009345794	0.0669345794393	-0.119327102804	-0.0510654205607	-0.049	0.254822429907	-0.0256261682243	0.0854953271028	0.0353644859813	-0.612700934579	0.155317757009	-0.0870280373832	0.152112149533	-0.698775700935	0.119523364486	-0.150018691589	0.180831775701	-0.145373831776	-0.0247476635514	0.16914953271	-0.181327102804	0.0111588785047	0.0315981308411	1.01124299065	-0.0436355140187	0.0699626168224	1.22135514019	0.0105046728972	-0.0117570093458	-0.282355140187	-0.386224299065	0.0153551401869	0.00556074766355	0.141327102804	-0.0329906542056	-0.0601869158879	-0.196598130841	-0.396672897196	-0.0230654205607	-0.112626168224	0.655878504673	0.100803738318	-0.183037383178	-0.0501869158879	-0.0324672897196	0.0841588785047	0.0350373831776	-0.0964112149533	0.047261682243	0.018214953271	0.0658971962617	-0.00151401869159	-0.0357943925234	-0.0235046728972	0.154598130841	-0.0269345794393	0.0578971962617	-0.194177570093	-0.112327102804	-0.0297196261682	0.147598130841	-0.305355140187	-0.139803738318	0.128831775701	-0.0863364485981	-0.0928130841121
D7/0_Clus_neg_25	-0.20275	0.971073863636	1.88301704545	0.508545454545	-0.274738636364	1.9481875	0.104522727273	-1.04238636364	-1.36775568182	0.855835227273	0.0752784090909	0.00497159090909	1.09325568182	1.19746022727	0.228960227273	0.255301136364	1.29460227273	-0.208846590909	0.5468125	-2.23180113636	0.851147727273	-0.2510625	0.0361647727273	-0.102011363636	0.874755681818	-0.252715909091	1.31299431818	1.56645454545	0.237568181818	1.49589204545	0.647596590909	0.754903409091	-1.04659659091	-0.795119318182	-0.492801136364	0.337852272727	-0.334159090909	0.461238636364	-0.188340909091	-0.974357954545	0.69825	0.474431818182	-0.707795454545	-1.00980681818	0.895471590909	2.52551704545	0.219034090909	0.362801136364	1.82079545455	0.0306420454545	0.508943181818	0.748994318182	-2.32832386364	-0.504215909091	-2.57819318182	1.40450568182	2.12305681818	1.09934090909	-1.04261931818	0.275607954545	1.12276136364	-1.63693181818	-0.238414772727	0.841130681818	0.260761363636	-0.293664772727	0.519954545455	0.935340909091	-0.787653409091	0.424085227273	0.593329545455	0.325732954545
D7/0_Clus_neg_154	-0.331333333333	-0.57025	-0.139166666667	-0.409583333333	0.11125	-0.384166666667	-0.24225	-0.157583333333	-0.335833333333	-0.0908333333333	-0.287083333333	-0.1905	-0.110416666667	-0.0299166666667	-0.176166666667	0.036	-0.75925	0.154916666667	-0.0136666666667	0.405333333333	-0.331666666667	-0.00783333333333	0.0399166666667	-0.0960833333333	-0.113833333333	0.09525	-0.190416666667	-0.297166666667	-0.004	-0.0270833333333	-0.0361666666667	-0.0290833333333	-0.198916666667	0.0985833333333	0.235333333333	0.0865833333333	0.357166666667	-0.0955833333333	0.07925	-0.00958333333333	-0.178083333333	0.02	0.188083333333	0.604416666667	-0.83775	-0.815833333333	-0.26225	-0.161416666667	-0.741666666667	0.195333333333	-0.514	-0.400333333333	0.853333333333	0.173666666667	1.02233333333	-0.5665	-0.76525	-0.3015	0.118916666667	-0.136833333333	-0.309083333333	1.11375	0.187083333333	-0.16075	0.185916666667	-0.0145	-0.143166666667	-0.565583333333	0.0798333333333	0.1815	-0.0989166666667	-0.093
D7/0_Clus_neg_195	0.0826	-0.0729333333333	-0.0926666666667	-0.347933333333	0.258066666667	0.354	0.0216666666667	0.217	-0.482133333333	0.0872666666667	0.337333333333	-0.5646	0.343733333333	-0.0416666666667	-0.0378	-0.812533333333	-0.913466666667	0.452533333333	0.0165333333333	-0.970266666667	-0.298466666667	-0.238066666667	0.3034	0.00573333333333	-0.588466666667	0.0269333333333	0.471666666667	-0.518933333333	-0.264466666667	1.27266666667	0.344533333333	0.985933333333	2.8826	-0.240533333333	-0.128866666667	-0.0278	0.0304666666667	-0.253266666667	-0.268533333333	-0.207533333333	0.0487333333333	0.355466666667	-0.334733333333	-0.318333333333	0.271333333333	0.318466666667	0.416066666667	-0.1402	-0.088	-0.116333333333	0.0117333333333	0.0628666666667	0.0841333333333	-0.345933333333	-0.1162	0.229066666667	-0.323333333333	-0.0284666666667	0.2086	0.222866666667	0.0282666666667	-0.698466666667	0.463133333333	0.0821333333333	0.216066666667	-0.435666666667	0.543066666667	0.158933333333	0.139	0.202866666667	-0.174066666667	0.0705333333333
D7/0_Clus_neg_257	-0.652615384615	-0.319692307692	0.305461538462	0.165153846154	-0.349230769231	-1.18938461538	-0.367692307692	-0.296461538462	0.859923076923	0.641076923077	0.618846153846	0.0651538461538	0.229538461538	0.23	-0.868153846154	0.296461538462	-0.0599230769231	0.298076923077	-0.605076923077	0.532	-0.161307692308	0.124076923077	1.09384615385	-0.232615384615	-0.671	0.292615384615	-0.0667692307692	-1.12823076923	0.258538461538	0.784230769231	0.422230769231	-0.288230769231	0.323769230769	-1.20307692308	0.554	1.55807692308	-0.00646153846154	0.513076923077	1.17507692308	-0.0871538461538	0.798384615385	-0.61	-0.0535384615385	-0.300538461538	0.453769230769	-0.148615384615	0.341846153846	1.19207692308	-0.127076923077	-1.03753846154	-0.334	-0.183230769231	-0.0399230769231	-0.132846153846	0.427692307692	-0.048	0.260307692308	-0.112846153846	0.126769230769	-0.200923076923	0.665	-0.273692307692	0.803230769231	-0.499769230769	-0.0819230769231	0.249538461538	-0.310230769231	0.52	0.0388461538462	-0.415230769231	0.142384615385	-0.456846153846
D7/0_Clus_neg_1038	2.54926666667	-1.48093333333	-1.16826666667	0.806066666667	2.53993333333	-0.108533333333	1.0352	-1.06093333333	0.691533333333	-0.0736666666667	-0.722866666667	0.768133333333	0.847066666667	-0.3906	-1.10886666667	0.506333333333	0.078	0.989866666667	-1.06213333333	-1.25613333333	0.0459333333333	0.710066666667	0.4692	0.342333333333	0.160466666667	-0.7042	0.918066666667	-0.749133333333	-0.773666666667	-1.41966666667	0.376	0.322533333333	3.7158	-0.281866666667	0.858466666667	0.142266666667	-0.0780666666667	-0.526066666667	1.36233333333	-0.1334	0.376733333333	-0.320866666667	0.914666666667	-1.40873333333	0.7654	0.778	-0.6964	-0.8714	0.542066666667	1.39326666667	-0.1228	-0.723266666667	1.4672	-1.09293333333	-0.0198666666667	-0.270933333333	0.998133333333	0.713266666667	0.765133333333	-0.544666666667	-0.123066666667	-1.03966666667	-0.7594	-0.0014	0.578866666667	0.225	0.0469333333333	1.50106666667	0.307266666667	-0.0413333333333	-0.480866666667	0.971533333333
D7/0_Clus_neg_11	0.556476190476	-0.233047619048	5.05280952381	-0.044619047619	0.184761904762	0.0870952380952	0.103857142857	-0.270761904762	-1.87457142857	-0.0122857142857	0.0118095238095	0.0300952380952	-0.00752380952381	1.08171428571	-0.480428571429	-0.170428571429	-0.168476190476	0.00509523809524	0.0480476190476	-0.285	-0.195714285714	0.174095238095	0.174523809524	0.076380952381	0.0715238095238	0.204666666667	-0.120857142857	-0.278238095238	-0.171952380952	0.12619047619	0.0145238095238	0.308380952381	0.375619047619	-0.00309523809524	0.0377142857143	0.244904761905	-0.184380952381	0.032380952381	0.434428571429	0.0842857142857	-0.369428571429	-0.127142857143	-0.274523809524	-0.00219047619048	0.0841428571429	0.299285714286	0.100428571429	-0.15780952381	0.00419047619048	0.220380952381	-0.108238095238	-0.0988095238095	0.592	-0.215380952381	0.0856666666667	0.0979047619048	-0.0767619047619	0.333333333333	0.222142857143	-0.366380952381	0.0135238095238	0.0729523809524	-0.117380952381	-0.0781904761905	0.120714285714	-0.0514285714286	0.0672857142857	-0.0551428571429	-0.170047619048	-0.202666666667	-0.20780952381	0.0213333333333
D7/0_Clus_neg_160	0.179	-0.1988	-0.1651	-0.1627	-0.1337	-0.2328	-0.238	0.0422	0.7887	0.0661	0.6933	-0.1136	0.175	-0.0928	-0.1885	0.1666	0.2606	0.8165	0.2534	-0.0499	-0.1059	-0.4	-0.1245	-0.7702	-0.0758	-0.389	-0.0643	-0.091	0.0377	0.0645	-0.1288	-0.448	0.2155	-0.4292	-0.1017	0.0151	-0.0976	-0.8125	-0.3498	0.0542	-0.2253	0.1175	-0.2324	0.0963	0.2107	0.6533	0.4784	0.5597	-0.0848	-0.6074	0.0149	-0.5943	-0.9679	-0.3668	-0.1195	0.2389	-0.5043	-0.3828	0.0451	-0.1509	0.1435	-0.865	0.3107	-0.3426	-0.0957	-0.0346	-0.2925	-0.0586	-1.094	-0.3793	0.5092	0.3006
D7/0_Clus_neg_130	0.28684	0.41986	1.04098	0.2762	-0.60344	-1.7624	-0.57416	-0.30812	0.521	0.21524	-1.19238	-0.2749	-0.31474	0.63936	-0.53986	-0.02396	0.45308	-0.52636	0.08494	0.10268	-0.07636	0.05266	0.34724	-0.4531	-0.45172	0.46288	0.28494	0.27528	-0.22382	0.50444	-0.04286	0.1376	0.81294	0.62478	-0.10988	0.91774	0.42876	-0.33648	0.21278	0.07942	-0.3488	0.09838	0.32152	0.059	0.96754	-0.61824	-0.06048	-0.41112	0.32334	0.29904	0.1559	-0.43378	-1.22784	0.70708	-1.35174	0.10404	0.22732	-0.25494	-0.34896	-0.23798	0.42956	-1.71116	-1.79696	0.21244	-0.76046	0.50594	0.41958	0.21442	-0.00438	0.9897	-0.28622	-0.48004
D7/0_Clus_neg_1121	-0.4068125	0.7316875	1.4260625	0.2336875	-0.77175	-1.8513125	0.6710625	1.1076875	-1.700625	-2.3245625	0.7793125	0.5350625	0.545125	2.5818125	1.2011875	-1.606	-0.1376875	0.6196875	1.214625	-0.1646875	1.0089375	-1.0325	0.7224375	-1.2861875	-2.7763125	0.450375	-1.183	0.45725	1.0615	1.8616875	-0.1019375	0.500625	-0.672875	0.6345	-1.1701875	0.309875	0.2696875	1.598875	-0.20575	0.8110625	-2.588	-0.87125	0.6603125	-0.6073125	0.0905625	-0.7678125	0.1245625	-1.7700625	-1.6514375	-1.23825	1.1249375	1.1768125	2.0794375	-1.087125	-2.8800625	-1.5709375	0.6209375	-2.6393125	-0.2161875	-0.3534375	1.7139375	-0.2215	2.5728125	-0.88425	-0.707625	0.560875	-0.3600625	2.1350625	-0.626625	-0.119875	-0.257375	0.4313125
D7/0_Clus_neg_1183	0.0845555555556	0.317814814815	-0.333296296296	-0.0435555555556	0.192296296296	-0.0787407407407	-0.0962222222222	0.052	-0.488851851852	0.440444444444	0.106074074074	0.527037037037	0.378296296296	0.492851851852	0.0853703703704	-0.548148148148	-1.73022222222	-0.784703703704	0.1	0.00940740740741	0.174740740741	0.629148148148	0.278888888889	0.508703703704	0.412814814815	0.249814814815	-0.596111111111	-0.258481481481	-0.437777777778	0.403666666667	0.921259259259	-0.314259259259	2.14774074074	-0.283333333333	-0.336407407407	0.259111111111	1.29692592593	-1.13359259259	1.00262962963	-0.146444444444	0.566333333333	-0.115740740741	0.647555555556	-0.607925925926	-0.722814814815	1.98044444444	-0.956333333333	-1.22092592593	1.40903703704	1.013	0.0435185185185	-1.10462962963	1.35766666667	-0.044962962963	0.377074074074	0.184259259259	-0.727296296296	0.830037037037	0.991481481481	-0.870555555556	0.940407407407	-0.780222222222	0.219814814815	0.0581111111111	0.217148148148	0.899777777778	-0.627037037037	1.36744444444	0.387851851852	-0.598444444444	0.0301481481481	0.111518518519
D7/0_Clus_neg_752	1.51066666667	-0.111583333333	-0.67625	0.44225	0.0729166666667	0.380416666667	0.0366666666667	-1.00833333333	-0.158333333333	0.296666666667	-0.733	-0.34775	0.2985	0.116833333333	-0.450583333333	0.239416666667	-0.6305	1.36475	-0.285416666667	-0.516583333333	0.0878333333333	0.17225	0.451833333333	-0.0464166666667	0.30725	0.161583333333	-0.284666666667	-0.153	-0.174166666667	-0.1725	0.327333333333	0.2585	0.542166666667	0.555	0.470166666667	-0.1175	0.0663333333333	-0.94375	0.516166666667	-0.1745	0.257	0.4105	-0.161333333333	0.179	-0.54225	0.201333333333	0.129166666667	0.327166666667	-0.456666666667	-0.0821666666667	0.899333333333	0.537666666667	0.369416666667	-0.337	0.495083333333	0.113333333333	-0.05375	0.374583333333	-0.0065	0.14675	-0.31475	-0.607416666667	0.68925	-0.267083333333	-0.072	0.393666666667	0.0660833333333	0.345	-0.295916666667	-0.258083333333	-0.12825	0.551666666667
D7/0_Clus_neg_48	-0.58375	-0.1189375	2.261375	-0.16375	-0.0946875	-1.4519375	0.4238125	-0.1316875	-3.4675	-0.1035	-1.163125	0.71075	1.49275	2.2665	-0.2428125	-0.0548125	0.506125	-0.627375	0.0863125	-0.7675625	-0.0834375	0.1216875	0.0854375	-0.7218125	-0.318	0.2666875	0.5528125	0.6926875	-0.5574375	0.7555	-0.6470625	0.680625	0.0583125	0.4761875	-0.7256875	0.8555	-0.0265625	-0.4075	0.0605	-0.0325	-0.0251875	0.0069375	-0.297	0.1644375	-0.0719375	-0.8196875	0.09	-0.1070625	-0.15325	-0.1589375	0.2035	-0.215625	-0.030375	-0.003	0.4021875	-0.070375	0.0350625	-0.84375	0.3509375	0.2741875	0.306375	-0.050375	-0.7820625	-0.476375	-0.83675	-0.0109375	-0.0918125	-0.0304375	0.0966875	0.088875	-0.2076875	-0.114625
D7/0_Clus_neg_127	2.13526	1.83584	-2.10105	-1.8464	-2.86969	-2.57983	-2.77859	0.08168	0.54651	0.1918	-1.87277	-4.43089	-0.04214	0.09634	-0.52576	1.45659	-0.01957	-0.2209	-0.05547	3.84658	-0.67076	-1.48612	2.77729	-0.48443	-0.34791	1.85262	-1.05438	0.11108	-0.5595	-0.06803	0.04657	-0.49639	0.44734	0.13839	4.10602	4.69567	3.74565	0.80708	0.78664	0.56178	2.91981	-1.91711	-2.81868	-0.09805	-1.85982	-1.42148	-0.77447	-0.8709	-0.20557	-0.32887	-0.15705	1.12048	0.41768	0.69381	0.73962	1.8052	1.29519	-1.6048	0.20055	-1.14407	-2.15314	2.32319	2.75692	-2.08501	1.54104	-2.27751	-1.23926	-1.10166	-0.52993	1.38627	0.27034	0.80868
D7/0_Clus_neg_60	0.4472	0.0036	1.112	-0.1752	-1.8294	-1.4803	-0.4868	-1.1934	-0.1549	2.3058	-0.2818	-0.7581	0.3689	-0.0594	1.9586	-0.0836	-0.4334	1.2999	0.2307	0.2924	0.1525	-0.2474	0.9965	-0.549	-0.9346	1.4035	-0.0048	-0.574	-1.1509	-0.6446	1.5098	-0.3075	-0.5041	0.465	0.3051	-0.0591	-0.4099	0.6265	0.445	-0.6563	-0.6028	-0.2357	0.1016	0.805	-1.3471	-0.5275	0.7054	-1.546	-1.0149	0.4801	0.351	0.1437	0.7559	0.4734	-0.0643	-1.034	-0.003	-0.1445	1.7893	-0.009	-0.6591	-0.1543	1.3966	1.2192	0.0469	-0.013	-0.4237	-0.0479	0.4084	1.0813	1.9832	0.0325
D7/0_Clus_neg_4	0.169510638298	0.322546099291	-3.05453900709	0.46714893617	-1.46934042553	0.531872340426	0.750865248227	2.57437588652	-1.43239007092	-2.20034042553	-1.69268794326	0.854397163121	-1.27256028369	0.777709219858	2.43602836879	0.0697234042553	0.694255319149	-2.07640425532	0.456078014184	1.02645390071	2.73673758865	1.07994326241	-2.40360992908	0.899531914894	-1.26358865248	-2.09188652482	0.435631205674	2.28904255319	0.568411347518	-0.80690070922	0.388524822695	-3.05295035461	-1.77480141844	0.506936170213	0.0685602836879	-3.27557446809	2.4765106383	0.0912624113475	-2.86328368794	-0.309978723404	2.59709929078	1.0140141844	2.27055319149	0.00479432624113	-2.79981560284	-1.88331205674	0.529553191489	0.456553191489	-1.04719858156	-3.3629858156	0.492560283688	0.834078014184	-3.08719148936	2.69887234043	0.789021276596	-2.45760283688	0.924120567376	-3.56857446809	-1.98713475177	2.9100212766	0.603822695035	2.2515106383	0.899432624113	-0.145971631206	0.587255319149	-1.18879432624	0.57934751773	-1.66690070922	1.10021276596	0.292624113475	-2.12825531915	0.644737588652
D7/0_Clus_neg_1037	0.109461538462	-0.505076923077	-0.191230769231	0.612307692308	0.242769230769	0.573076923077	-0.390846153846	-0.395615384615	-1.07376923077	-0.785076923077	0.0169230769231	0.285538461538	0.086	0.265692307692	-1.37138461538	1.95792307692	-0.439153846154	0.0319230769231	-0.959076923077	0.636769230769	-0.890461538462	1.541	0.0683076923077	1.34415384615	0.326153846154	-1.09907692308	0.97	-0.508230769231	-1.00315384615	-0.492692307692	0.808153846154	0.435846153846	-0.668	1.48076923077	-1.755	2.23061538462	-0.923461538462	-0.378153846154	1.21361538462	-0.238153846154	-0.934	-1.62784615385	-0.443615384615	0.0504615384615	0.294615384615	0.363076923077	-0.0757692307692	-0.253923076923	1.12846153846	-0.0195384615385	0.485461538462	0.000538461538462	0.173384615385	-0.461615384615	0.214923076923	-0.476076923077	0.373615384615	0.135384615385	-0.04	-0.506692307692	0.877076923077	0.227076923077	-0.347692307692	-0.136307692308	0.271923076923	-0.0608461538462	0.189692307692	1.27692307692	0.267307692308	-0.819923076923	0.754153846154	-0.553615384615
