"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57"
0.0956443540702579,-0.180022511394647,-0.512168834472152,0.748373667986392,0.460506070779071,-1.18440006109783,0.861855810654852,0.405107035650123,-0.310037679187351,0.430830487716181,-1.32217712266962,-1.05424346376922,-0.083738773248321,2.6908392004995,0.851875845743271,-0.624123506696039,-0.398705052314326,0.779431392795205,-0.432698384548062,-1.99939158808968,1.6247909002605,0.674005448890654,-0.805909020556082,-0.779838622846411,-0.348141481243182,1.05493814422191,-0.782531184715613,-0.363932709535688,2.41561359105579,2.16648718283646,1.07517116529436,3.40130472122393,-0.395409945330535,0.00975735812682821,0.0169506236804799,0.626966105893403,2.72920666849191,0.891472676415601,-1.1310521710941,1.8355529510348,-0.294329710738637,0.449475399263732,0.595731735686718,-0.0706185758514081,0.200286922065356,-0.190841488894515,-0.290167366370463,1.3700069325755,2.90456164663639,-0.516976732002891,-0.860354933060535,-0.496558642861483,-0.464816917553702,-0.75774022177623,-0.80544173659471,1.30499108252,-0.424110258385476
-0.30049423756682,-0.853582145854959,-1.08222656192325,0.190911699606766,0.379089681954027,-0.365534802715379,0.410417864622704,1.08826576473708,0.951445901226289,1.28605110190423,-1.80962207836,-0.704759736319454,1.08772115448461,-0.979400368977333,-0.498607475312274,-2.03703752140358,1.10611819084871,0.604023228189841,-1.67828148550076,0.247695757610201,-0.079034275620828,-0.12274565767887,-1.1773191063898,-0.574386449240763,-0.222331635819717,1.47765898347932,0.888234197105647,0.810909513043282,1.74385004238261,0.677135539346447,0.903962616622008,-0.337975723375335,-0.397594282695484,0.705325625541762,0.546892770261434,0.398970153898839,2.76309179372483,-0.629134042101912,-0.794692546129831,0.21126603172429,0.762748603566114,-0.787588361709238,-0.274781411822974,-0.440990797448261,-0.759188989483033,-0.725533894238354,-0.556808266986877,-0.0136323941540842,-0.165170462997176,0.474597447558268,-2.2447431174352,-0.965595047182446,-0.268565354013883,-0.465049495760211,-1.09103729254292,1.16754754654064,-0.692632091391032
-1.03774946325016,-0.73842312143182,-0.106779561941042,0.138704585159875,-0.562347438003758,-0.20325851023635,-0.128240532666291,0.492693998038961,-1.15190798334843,0.0872050863685101,-0.189371849787683,0.151769805963524,0.954572353932292,-0.760371363981953,7.37907122633413,0.330107053371907,-2.66309670793537,-0.664513197218167,-0.873766369259944,1.37022180705891,-2.17181623548086,1.38753766510839,0.0935065554684859,-0.300629320838382,2.4538805164738,0.639705359510133,3.95148430462541,1.09848651702368,-0.215634618339233,0.552044630633551,-1.2877968662976,-1.13483313846615,-0.212358041662541,0.286443708133928,1.11093458033176,0.489297072958091,-1.00119214631952,0.859976991044485,1.82651429027598,-0.152766527551653,1.27338030522257,-1.29514713418478,0.131841899308143,-1.04216509477679,-0.553962795655773,1.57858239297542,-0.714178867560346,-0.28135592489284,-0.214613571174387,0.53424940823351,-0.376522283695258,-0.629131551784791,-0.352405557024917,-0.51489598575717,-0.533498138805306,-0.584504669053806,-0.283295912035111
-0.343672077957849,-0.833452562699179,-0.500712637137185,1.28360322459239,-1.50476649060474,-0.388857509025907,1.23484181187891,0.13420424777321,0.106673615496416,-0.626767852120596,-0.00862423171502513,-0.372052527418338,0.0656792613342564,0.631261776317906,0.138241440047327,-1.69383976262944,0.453885897896508,-0.283032051726637,1.30158509990162,-0.118803997956305,-1.14643054041374,-0.199559494785009,0.127324284359468,-0.457835757862168,-0.538442564973528,-2.45690532199211,-0.832963226782252,0.0378570586547765,-0.297322151727957,0.401265480031568,-1.03740734656782,1.49623585256952,-0.0940402507702054,0.499999978866174,0.202703930712021,-0.0511381546598799,-0.225640730695116,-0.25890283478216,0.136879940331436,-0.35231756338606,-1.00422418884111,-0.386512200081566,0.143406087387262,1.36334465268098,-0.390261658413895,-0.663649867639395,-0.159899021938504,0.165658135597266,0.125473932782177,-0.280302553534691,0.0709369524635948,0.148576778222369,-0.388452977307459,1.55381589980081,1.85155370527428,1.73144348918257,0.467924612678513
0.558119206058783,-0.724082394132024,0.421185492670995,0.286641140146862,0.268523984254981,0.28321550362386,0.958034410418293,-0.815797069262007,-0.438095083542978,1.06331272289244,-1.96587723706489,-0.477222387533813,-0.358929769312961,2.91122316137294,0.225591901819706,-1.74566852519727,0.306572613409335,0.530351305653235,0.108448413924088,-1.29572694029934,-2.26098710308297,-0.390223067258541,-0.173478012876572,-0.160338725462039,1.81023495008146,1.02910593585962,2.13231185879065,0.00759640532496732,-1.28656285525905,-0.581717665215331,-1.55163181029337,-0.122620899160323,1.04621055122137,-1.09871339694934,-0.720649880985503,0.618855485929836,-1.62397783074187,1.81288077086048,0.194124388196792,-0.108874817856205,1.34133540462901,-0.348378150437302,-0.0999925834894288,-1.33444297879815,-0.233369112069104,-0.971630858428832,-0.481458919111267,0.664834575036033,0.0420518878475768,-0.0562874113056468,-1.47920720104315,-0.99115194275805,-0.016085056776912,-0.433580688710459,0.229143322213189,1.38675957538814,-0.0575854351035326
0.600432473883473,0.52034776639137,-0.437484573666842,0.966549335833378,0.426695532251275,-1.26213839879359,-1.25802877753182,0.494062288359536,-0.645630944728347,0.737336333456299,-0.651705829835553,0.669007574359243,-2.49881825640335,-0.402403923744599,-0.234313182453527,0.327888496134511,-0.102500760210606,-0.435802885699492,0.971955949893174,0.037788213758935,-0.491223937563696,-0.636261557953617,-0.0684397156072968,0.477087667723546,-0.22025610359412,0.791706252504863,-0.206847412823443,1.07144539882708,-0.414291375221257,-0.0752275684146252,-1.25138267239245,-0.0561865454180145,0.58241735225681,-0.546527044066681,-2.41176364498052,0.958880343989486,-2.13352443085495,1.76091342124399,-0.655896648207978,0.492248470806912,1.30871109945644,-0.184904574658464,0.2871855158667,0.530192642320183,3.66156621247592,-1.05962591407233,-0.156070653684471,2.1162990949022,1.27214497430066,-1.69947029838147,0.385539567898279,-0.530636977234898,-0.572584744070336,0.333920245873936,1.2983084732776,0.820381888971161,-1.3564852708028
-0.814873152020624,-0.157852595736615,-0.553093341935939,1.71986000985513,-1.90186916194688,-1.83974182747438,1.15005200632979,0.782587543156016,1.22703431880377,1.26001981117058,0.691302797087157,0.213139103311418,-1.58421530484723,1.02276279181269,-0.163684653503681,-1.16449712275769,0.819115245820314,-0.500876606842451,-0.231543640553148,0.75497863716983,-0.700905493336919,-0.740742487298662,0.207028214492378,-0.0255613646421679,-0.355395235112349,0.25813895764232,1.19155732157927,0.32785424355777,-0.912751930999466,-0.333673053377017,-1.46893869587393,0.020393699749039,-0.0597691135222401,0.864127782118705,-0.573051044560831,-0.510769722716542,-0.85207290290208,-0.481090513073234,0.556797306408913,0.402649756875318,-0.860336390826787,0.368179191652528,0.317642841177924,0.0340227118436437,-0.548660336584225,-0.496303742443604,-0.557594486149734,-1.34661445538252,-0.672368361527725,-0.483015396876261,1.0803227501724,0.580171748206823,-0.618338882708223,0.281882926951491,-0.40310082617558,-1.1761145276775,-0.0638568856064644
-0.710109889219878,-0.781038818979076,-0.261718279167762,1.02731073017595,0.735967693918927,-0.507353141204087,1.45187189461053,-0.236776949645499,0.790510073739117,0.554670613237573,-1.03967587089285,-1.92902773078273,0.666299288609187,-0.94459775751041,-0.246429038103589,0.647228271034145,0.275676991205387,-0.00711346021160684,-0.794605777400722,0.371335576115616,0.591565748084167,-0.361721800463536,-0.622455559022511,-0.206549890032796,-0.158011809202418,1.6130790903528,0.562250251985595,-0.224921231007323,0.42197231874168,-0.0286424853988264,0.0578659059527685,-1.67586314593691,-0.769814376252097,0.330568617253493,0.297547193342212,0.252309374598551,0.591578183439839,-0.443351744772594,-0.302356178706295,-0.878196786229042,0.474446338054258,-2.12430857759202,0.234748218606958,-0.827792762567309,0.320405342078765,-0.339714248114549,-0.806190825656354,-1.01752588513587,-0.0103791510511934,0.603706098769987,-0.555524752802948,6.60925466156324,-0.285302027753559,-1.31713661488971,-1.02646324207017,0.417788646197272,-0.280981378543153
-0.623130693053634,-0.700397495005338,0.606907527891844,0.64253044085772,0.424019337630935,0.450480547355907,-0.540666191573589,-0.615755938191104,0.958135080471021,1.76580505062214,-1.37266545112091,0.200823557114158,1.09558522416901,0.893829570388561,-0.78432207131651,0.163082518586867,1.29394368163884,-0.360086310123526,-0.501594287455362,-0.719322947026328,-0.573591172045437,-0.56283926474023,-0.49146650404911,-0.680275549974967,1.53015974890627,0.564337300638569,0.0521036634630851,0.0203130921523985,0.176915801299438,0.217039998419232,0.298995858308237,0.167095183582394,-1.03282571978955,-0.822767618184457,0.134137680864782,-0.213812125966348,0.76947230253496,0.230411828086378,-0.105253118022406,0.119674893712578,0.479230572686931,0.899770752362269,-0.240791746954243,0.215930701985512,0.335216717107406,0.411406244100411,-0.37038361166384,-0.164951861636844,-1.36009290809093,0.147352873630563,-0.404513497798275,0.33065176603868,-0.401826494156999,-1.30027508571175,-0.307441736679242,0.148573483076199,-0.615922350298825
0.271049894184738,-0.14296514792623,1.3994439312705,1.65696990794215,0.289834948154544,0.200147891562839,-0.819553478996834,0.0785037709053712,-1.05513740792842,0.849886038067594,0.483556039980893,1.51686552705083,0.12887854940225,-0.347406318843542,-0.234880273377731,1.3979441737138,-0.8956013220646,-0.0135870480298873,-1.11737177656072,-0.482436906154581,0.304534460339963,-0.699784727643312,1.0730626351012,1.56866063005431,0.116183316153089,1.50391066822797,0.0440389024217897,-0.0601869274209888,0.684029969938076,-0.156875791598991,0.0835789107147461,0.482627438392945,0.855986238077741,-0.427928130097562,0.47832948394834,0.454540415286043,0.386796409440185,2.35474645651678,0.615540795069514,-0.4623030232835,4.36631215359405,-0.48142383460398,0.16509041770727,-1.4685293688076,-0.194320567351493,0.488474474503021,-0.583499974436293,-0.238721325581991,0.14965502792088,-0.378364338890906,0.349649943350934,-0.0967668634716456,-0.646144293752893,-0.523477578794927,-0.467951108073912,-1.12914256435428,-0.266417831797238
